,id,tags,lonlat,sport,leisure
16440,659573233,"{'leisure': 'pitch', 'sport': 'tennis'}","(6179081445, 6175403121, 6175403122, 6175403119, 6175403120, 6179081443, 6179081444, 6179081445)",tennis,pitch
16441,659818137,"{'leisure': 'pitch', 'sport': 'tennis'}","(6177568673, 6177568674, 6177568675, 6177568676, 6177568673)",tennis,pitch
16442,659818139,"{'leisure': 'pitch', 'sport': 'tennis'}","(6177568681, 6177568682, 6177568683, 6177568684, 6177568681)",tennis,pitch
16443,659818140,"{'highway': 'service', 'leisure': 'pitch', 'sport': 'volleyball'}","(6177572985, 6177572986, 6177568682, 6177568681, 6177572985)",volleyball,pitch
16444,659818141,"{'leisure': 'park', 'name': 'Taman Pohon'}","(6177572987, 6177572988, 6177572989, 6177572990, 6177572987)",,park
16445,659818142,"{'leisure': 'park', 'name': 'Taman Pot Pelangi'}","(6177572992, 6177572993, 6177572994, 6177572995, 6177572996, 6177572997, 6177572998, 6177572999, 6177573000, 6177573001, 6177573002, 6177572991, 6177572992)",,park
16446,659818144,"{'leisure': 'park', 'name': 'Taman Bundaran KB'}","(6177573018, 6177573019, 6177573020, 6177573021, 6177573022, 6177573023, 6177573024, 6177573025, 6177573026, 6177573027, 6177573028, 6177573029, 6177573030, 6177573031, 6177573032, 6177573033, 6177573034, 6177573035, 6177573036, 6177573037, 6177573038, 6177573039, 6177573040, 6177573041, 6177573042, 6177573043, 6177573044, 6177573045, 6177573018)",,park
16447,659971459,"{'leisure': 'pitch', 'sport': 'tennis'}","(6179081011, 6179081010, 6179081009, 6179081008, 6179081011)",tennis,pitch
16448,659971709,{'leisure': 'park'},"(6179083619, 6179083618, 6179083617, 6179083616, 6179083615, 6179083614, 6179083613, 6179083612, 6179083611, 6179083610, 6179083609, 6179083608, 6179083607, 6179083606, 6179083605, 6179083604, 6179083619)",,park
16449,660083416,"{'leisure': 'pitch', 'name': 'Pulau Kumbang', 'sport': 'soccer'}","(6180144012, 6180144013, 6180144014, 6180144015, 6180144012)",soccer,pitch
16450,660103285,"{'leisure': 'pitch', 'sport': 'soccer'}","(6180415158, 6180415157, 6180415156, 6180415155, 6180415158)",soccer,pitch
16451,660258338,"{'leisure': 'stadium', 'name': 'Stadion 16 November', 'sport': 'Sepak Bola'}","(6181796922, 6187718348, 6181796921, 6181796920, 6181796919, 6181796918, 6181796917, 6181796916, 6181796915, 6181796914, 6181796913, 6181796912, 6187718350, 6181796911, 6181796910, 6181796909, 6181796908, 6181796907, 6181796906, 6181796905, 6181796904, 6181796903, 6181796902, 6181796922)",Sepak Bola,stadium
16452,660411091,"{'leisure': 'pitch', 'sport': 'tennis'}","(6183120465, 6183120464, 6183120463, 6183120462, 6183120465)",tennis,pitch
16453,660449112,{'leisure': 'park'},"(6183527823, 6183527822, 6183527821, 6183527820, 6183527819, 6183527805, 6183527818, 6183527817, 6183527816, 6183527815, 6183527814, 6183527813, 6183527812, 6183527811, 6183527810, 6183527809, 6183527808, 6183527807, 6183527806, 6183527823)",,park
16454,660746841,"{'leisure': 'pitch', 'sport': 'soccer'}","(6186266667, 6186266668, 6186266669, 6186266670, 6186266667)",soccer,pitch
16455,660746847,"{'leisure': 'park', 'name': 'Gedong Boro'}","(6186267095, 6186267096, 6186310669, 6186267097, 6186267098, 6186267099, 6186267100, 6186267102, 6186267101, 6186267095)",,park
16456,660825386,"{'building': 'yes', 'name': 'Lap Volley', 'sport': 'volleyball'}","(6186888256, 6186888255, 6186888254, 6186888253, 6186888256)",volleyball,
16457,660950060,"{'leisure': 'pitch', 'sport': 'soccer'}","(6188061558, 6188061559, 6188061560, 6188061561, 6188061558)",soccer,pitch
16458,660950061,"{'leisure': 'pitch', 'sport': 'tennis'}","(6188061562, 6188061563, 6188061564, 6188061565, 6188061562)",tennis,pitch
16459,661054030,"{'leisure': 'pitch', 'sport': 'soccer', 'surface': 'grass'}","(6188929397, 6188929398, 6188929399, 6188929400, 6188929401, 6188929402, 6188929403, 6188929404, 6188929405, 6188929406, 6188929407, 6188929408, 6188929409, 6188929410, 6188929411, 6188929412, 6188929397)",soccer,pitch
16460,661094475,"{'leisure': 'pitch', 'sport': 'volleyball'}","(6189337671, 6189337672, 6189337673, 6189337674, 6189337671)",volleyball,pitch
16461,661639759,"{'building': 'yes', 'leisure': 'pitch', 'source': 'Bing', 'sport': 'tennis'}","(6194147067, 6194147066, 6194147065, 6194147064, 6194147067)",tennis,pitch
16462,661657906,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(6194319628, 6194319627, 6194319626, 6194319625, 6194319628)",swimming,swimming_pool
16463,661772500,"{'leisure': 'pitch', 'sport': 'volleyball'}","(6195579442, 6195579443, 6195579444, 6195579445, 6195579442)",volleyball,pitch
16464,661989258,"{'leisure': 'pitch', 'sport': 'soccer'}","(6197583324, 6197583323, 6197583322, 6197583321, 6197583324)",soccer,pitch
16465,662245604,"{'leisure': 'pitch', 'sport': 'multi'}","(6199946482, 6199946481, 6199946480, 6199946479, 6199946482)",multi,pitch
16466,662487803,"{'leisure': 'park', 'name': 'Taman Pentol'}","(6202082380, 6202082381, 6202082382, 6202082383, 6202082384, 6202084085, 6202084086, 6202084087, 6202082380)",,park
16467,662562451,"{'leisure': 'pitch', 'name': 'Lapangan', 'sport': 'tennis'}","(6202741076, 6202741073, 6202741074, 6202741075, 6202741076)",tennis,pitch
16468,662692519,"{'leisure': 'pitch', 'name': 'Lapang Sepak Bola Cisarua', 'sport': 'soccer'}","(6203850510, 6203850511, 6203850512, 6203850513, 6203850510)",soccer,pitch
16469,662973578,"{'leisure': 'pitch', 'sport': 'multi'}","(6206204729, 6206204704, 6206204656, 6206204739, 6206204729)",multi,pitch
16470,662973628,"{'leisure': 'pitch', 'sport': 'multi'}","(6206204533, 6206204532, 6206204535, 6206204534, 6206204533)",multi,pitch
16471,662977421,"{'leisure': 'pitch', 'sport': 'multi'}","(6206226564, 6206226490, 6206226568, 6206226282, 6206226564)",multi,pitch
16472,662977611,"{'leisure': 'pitch', 'sport': 'multi'}","(6206229301, 6206228151, 6206228173, 6206229294, 6206229301)",multi,pitch
16473,663117484,"{'leisure': 'pitch', 'sport': 'multi'}","(6207336178, 6207336172, 6207336179, 6207336149, 6207336178)",multi,pitch
16474,663118309,"{'leisure': 'pitch', 'sport': 'multi'}","(6207341496, 6207341566, 6207341544, 6207341527, 6207341496)",multi,pitch
16475,663179589,"{'leisure': 'pitch', 'sport': 'soccer'}","(6207866754, 6207866756, 6207866759, 6207866753, 6207866754)",soccer,pitch
16476,663830184,{'leisure': 'park'},"(6213511252, 6213511253, 6213511254, 6213511255, 6213511256, 6213511257, 6213511258, 6213511259, 6213511260, 6213511261, 6213511262, 6213511263, 6213511264, 6213511265, 6213511266, 6213511267, 6213511268, 6213511269, 6213511270, 6213511271, 6213511272, 6213511273, 6213511274, 6213511275, 6213511252)",,park
16477,663857433,"{'leisure': 'pitch', 'sport': 'multi'}","(6213728296, 6213728313, 6213728324, 6213728290, 6213728296)",multi,pitch
16478,664418011,{'leisure': 'park'},"(6218756114, 6218756115, 6218756116, 6218756117, 6218756118, 6218756119, 6218756120, 6218756121, 6218756122, 6218756123, 6218756124, 6218756125, 6218756126, 6218756127, 6218756128, 6218756129, 6218756114)",,park
16479,664418013,{'leisure': 'park'},"(6218756130, 6218756131, 6218756132, 6218756133, 6218756134, 6218756135, 6218756136, 6218756137, 6218756138, 6218756139, 6218756140, 6218756141, 6218756142, 6218756143, 6218756144, 6218756145, 6218756146, 6218756147, 6218756148, 6218756130)",,park
16480,664418019,{'leisure': 'park'},"(6218756199, 6218756200, 6218756201, 6218756202, 6218756203, 6218756204, 6218756205, 6218756206, 6218756207, 6218756199)",,park
16481,664568798,{'leisure': 'park'},"(6220352705, 6220352704, 6220352703, 6220352702, 6220352705)",,park
16482,664579528,"{'leisure': 'park', 'name': 'Taman Aloon Aloon Tulungagung'}","(5307691670, 1704729297, 5307691668, 1704729289, 5307691670)",,park
16483,664663649,"{'leisure': 'park', 'name': 'Taman Pemda'}","(6240676488, 6221439415, 6221439416, 6221439454, 6221439417, 6240676488)",,park
16484,664663650,"{'leisure': 'park', 'name': 'Taman Wareng'}","(6310811876, 2298751609, 2298751604, 2298751602, 5681472803, 4750182880, 4750182881, 4750182876, 4750182875, 4750182871, 5681473029, 5681473030, 2298751594, 1825916977, 2298751597, 4632237475, 6310811876)",,park
16485,664663652,"{'leisure': 'park', 'name': 'Taman Aspirasi'}","(6310807053, 6310807052, 6310807056, 6310807054, 6310807051, 6310807049, 6310807047, 6310807050, 6310807048, 6310807057, 6310807055, 6310807053)",,park
16486,664663653,"{'leisure': 'park', 'name': 'Taman Kota Tigaraksa'}","(1669907875, 4720984866, 5683631637, 4720984908, 4720984909, 4720984910, 4720984911, 1669918518, 6221439448, 6240675484, 1669907875)",,park
16487,664663654,"{'leisure': 'park', 'name': 'Taman Pemda'}","(4632237476, 5681473094, 4632285097, 4632285098, 4632285099, 4632285100, 6221439417, 6221439454, 4750182885, 4750182884, 6221439455, 4720984796, 6221439457, 4632237476)",,park
16488,664663655,"{'leisure': 'park', 'surface': 'grass'}","(7262472774, 1157712757, 6221439460, 1157712735, 6221439461, 1157782997, 1157783596, 1157783252, 1157784393, 1157782718, 1157783726, 1157783300, 1157784966, 1157783711, 1157784335, 6221533950, 6221533951, 2298725730, 7262574440, 2298725727, 2298725724, 7262472774)",,park
16489,664663658,"{'leisure': 'park', 'name': 'Alun-alun Tigaraksa'}","(6310812094, 6310812093, 6310812098, 6310812096, 6310812095, 6310812094)",,park
16490,664663660,"{'leisure': 'park', 'name': 'Taman Citra'}","(6221441314, 6072266010, 6072266006, 3691155794, 3691155795, 6224304861, 6221441315, 3691157234, 3691155798, 3691157238, 3691157242, 3691157244, 3691157248, 3691157246, 3691155800, 3691155801, 6221441318, 3686945842, 3686945853, 3691202365, 3686945854, 3686945855, 3686945856, 3686945858, 3686945860, 6221441314)",,park
16491,664663661,"{'leisure': 'park', 'name': 'Taman Ciputra'}","(7246622951, 7246622958, 7246622963, 7246622956, 7246622962, 7246622952, 7262497710, 7246622953, 7246622964, 7246622965, 7246622957, 7246622959, 7246622950, 7246622960, 7246622961, 7246622954, 7246622955, 7246622951)",,park
16492,664663662,{'leisure': 'park'},"(7246622941, 7246622938, 7246622944, 7246622943, 7246622942, 7246622939, 7246622936, 7246622946, 7246622940, 7246622937, 7246622935, 7246622945, 7246622941)",,park
16493,664664672,{'leisure': 'park'},"(3686939085, 3686939086, 6221451122, 6221451123, 3686939085)",,park
16494,664664674,"{'leisure': 'park', 'name': 'Taman ramah anak'}","(6310811852, 6310811855, 6310811845, 6310811853, 6310811857, 6310811848, 6310811856, 6310811859, 6310811850, 6310811851, 6310811847, 6310811849, 6221451148, 6221451149, 6221451150, 6221451151, 6221451152, 6221451153, 6310811846, 6310811858, 6310811854, 6310811852)",,park
16495,664667533,"{'leisure': 'park', 'name': 'Taman Mesjid Al Amjad'}","(6310811821, 6310811820, 6310811826, 6310811819, 6310811822, 6310811825, 6310811823, 5421621212, 5421621211, 5421621210, 5421586659, 6310811830, 6310811829, 6310811831, 6310811827, 6310811824, 6310811828, 6221470010, 6310811821)",,park
16496,664667535,"{'leisure': 'park', 'name': 'Taman Kota Tigaraksa'}","(5683631637, 6072530568, 6072530567, 6308091346, 5683631696, 5683631691, 6224304881, 6221470029, 6072522100, 6072522101, 6072522087, 6072522088, 6072522091, 6072522092, 6072522093, 6308153390, 5683631637)",,park
16497,664671661,"{'leisure': 'park', 'name': 'Stadion Mini Tigaraksa'}","(6221513842, 6531528651, 6221513844, 6221513845, 6221513846, 6221513847, 6221513848, 6221513842)",,park
16498,664674213,"{'leisure': 'park', 'name': 'Lagoon Ville'}","(7262574415, 7262574420, 7262574419, 7262574425, 7262574422, 7262574417, 7262574416, 7262574418, 2298725746, 7262574423, 7262574424, 7262574421, 7262574415)",,park
16499,664674973,"{'leisure': 'park', 'name': 'Mall Ciputra'}","(3692727528, 1157712794, 3686977637, 6224304859, 6221540076, 6224304858, 6221540077, 6221540078, 3692737461, 3692737493, 3692737500, 3692737462, 3692737456, 3692737468, 3692727527, 3692727528)",,park
16500,664807242,"{'description': 'Recreation Park', 'landuse': 'recreation_ground', 'leisure': 'park', 'name': 'Taman DEO'}","(6222690780, 6222690781, 6222690782, 6222690783, 6222690784, 6222691485, 4983059864, 6222691487, 6222691488, 6222691489, 6222691490, 6222690780)",,park
16501,664846899,"{'leisure': 'park', 'name': 'Sorong City Terrace'}","(6223056498, 6223056499, 6223056501, 6223056502, 6223056503, 3004209006, 6246269021, 6223056504, 6223056505, 6223056498)",,park
16502,664847619,"{'leisure': 'park', 'name': 'Taman SPG', 'name:de': 'SPG Park', 'name:en': 'SPG Park'}","(6223062639, 6223062640, 6223062641, 6223062642, 6223062639)",,park
16503,664849153,"{'leisure': 'park', 'name': 'Lapangan GOR'}","(6223075504, 6223075505, 6223075506, 6223075507, 6223075508, 6223075504)",,park
16504,664875386,{'leisure': 'park'},"(6223308691, 6223308692, 6223308693, 6223308694, 6223308695, 6223308696, 6223308697, 6223308698, 6223308699, 6223308700, 6223308701, 6223308702, 6223308703, 6223308704, 6223308705, 6223308706, 6223308707, 6223308708, 6223308709, 6223308710, 6223308711, 6223308712, 6223308713, 6223308714, 6223308715, 6223308716, 6223308717, 6223308718, 6223308719, 6223308720, 6223308721, 6223308722, 6223308723, 6223308724, 6223308725, 6223308726, 6223308727, 4952715058, 6223313295, 6223308691)",,park
16505,664875631,{'leisure': 'park'},"(6223313617, 6223313618, 6223313619, 6223313620, 6223313621, 6223313622, 6223313623, 6223313624, 6223313625, 6223313626, 6223313627, 6223313628, 6223313629, 6223313630, 6223313631, 6223313632, 6223313633, 6223313634, 6223313635, 6223313636, 6223313637, 6223313638, 6223313639, 6223313640, 6223313641, 6223313642, 6223313643, 6223313644, 6223313645, 6223313646, 6223313647, 6223313648, 6223313617)",,park
16506,664996810,"{'leisure': 'pitch', 'name': 'Lapangan Basket SMK Negeri 1 Sawit', 'sport': 'basketball'}","(6224417877, 6224417876, 6224417875, 6224417874, 6224417877)",basketball,pitch
16507,665219379,"{'leisure': 'pitch', 'sport': 'soccer'}","(6226325597, 6226325596, 6226325595, 6226325594, 6226325597)",soccer,pitch
16508,665245711,"{'leisure': 'pitch', 'sport': 'sepak bola'}","(6226567078, 6226567077, 6226567076, 6226567075, 6226567078)",sepak bola,pitch
16509,665246101,"{'leisure': 'pitch', 'sport': 'soccer'}","(6226580921, 6226580920, 6226580919, 6226580918, 6226580921)",soccer,pitch
16510,665270959,"{'leisure': 'pitch', 'name': 'Lapangan Tenis', 'sport': 'tennis'}","(6226825590, 6226825589, 6226825588, 6226825587, 6226825590)",tennis,pitch
16511,665270962,"{'leisure': 'pitch', 'name': 'Lapangan Tenis', 'sport': 'tennis'}","(6226825594, 6226825586, 6226825593, 6226825592, 6226825591, 6226825594)",tennis,pitch
16512,665419223,"{'leisure': 'park', 'name': 'Tebel RT 01 Jogging Track,'}","(6618339806, 4636455375, 6618339819, 6618339828, 6618339823, 5388353952, 6618339821, 5720069069, 6618339824, 6618339807, 6618339811, 6618339809, 6618339814, 6618339810, 6618339825, 6618339808, 6618339813, 6618339822, 6618339820, 6618339812, 6618339818, 6885419884, 6618339826, 6618339816, 6618339805, 6618339827, 6618339817, 1724334292, 6618339815, 1724334263, 1724334260, 1724334215, 4636455376, 5640851544, 6618339806)",,park
16513,665443738,"{'leisure': 'stadium', 'name': 'Stadion Mulawarman', 'name:en': 'Mulawarman Stadium', 'sport': 'soccer', 'wikidata': 'Q6933774', 'wikipedia': 'id:Stadion Mulawarman'}","(6228340477, 6228340476, 6228340475, 6228340474, 6228340473, 6228340472, 6228340471, 6228340470, 6228340469, 6228340468, 6228340467, 6228340466, 6228340477)",soccer,stadium
16514,665458205,"{'leisure': 'pitch', 'sport': 'soccer'}","(6228497190, 6228497189, 6228497188, 6228497187, 6228497186, 6228497185, 6228497184, 6228497183, 6228497190)",soccer,pitch
16515,665500991,"{'leisure': 'pitch', 'sport': 'Lapangan'}","(6228929996, 6228929995, 6228929994, 6228929993, 6228929996)",Lapangan,pitch
16516,665500992,"{'leisure': 'pitch', 'name': 'Lapangan sepak bola', 'sport': 'soccer'}","(6228930002, 6228930001, 6228930000, 6228929999, 6228930002)",soccer,pitch
16517,665762117,"{'addr:city': 'Palu', 'addr:full': 'Jl. Banteng', 'leisure': 'pitch', 'name': 'Lapangan Banteng', 'source': 'Survey', 'sport': 'futsal'}","(6231735424, 6231735423, 6231735422, 6231735421, 6231735420, 6231735419, 6231735424)",futsal,pitch
16518,666087705,"{'leisure': 'pitch', 'sport': 'soccer'}","(6236070441, 6236070444, 6236070443, 6236070442, 6236070441)",soccer,pitch
16519,666087706,"{'leisure': 'pitch', 'sport': 'soccer'}","(6236070440, 6236070446, 6236070445, 6236070439, 6236070440)",soccer,pitch
16520,666087707,"{'leisure': 'pitch', 'sport': 'soccer'}","(6236070442, 6236070440, 6236070439, 6236070441, 6236070442)",soccer,pitch
16521,666101815,"{'addr:city': 'Semarang', 'leisure': 'stadium', 'name': 'Stadion Diponegoro', 'name:en': 'Diponegoro Stadium', 'source': 'HOT_InAWARESurvey_2018', 'sport': 'multi', 'wikidata': 'Q19752845', 'wikipedia': 'id:Stadion Diponegoro'}","(6236218020, 6236218019, 6236218018, 6236218017, 6236218016, 6236218015, 6236218014, 6236218013, 6236218012, 3463404821, 3463404494, 6236218011, 6236218007, 6236218010, 6236218009, 6236218008, 6236218020)",multi,stadium
16522,666108424,"{'leisure': 'stadium', 'name': 'Stadion Gemilang Kabupaten Magelang', 'sport': 'soccer'}","(5823400305, 5823400319, 5823400320, 5823400321, 5823400322, 5823400306, 6236273103, 5823400307, 5823400308, 6236273102, 5823400309, 5823400310, 5823400299, 5823400315, 5823400316, 5823400317, 5823400318, 5823400300, 5823400301, 6236273105, 5823400302, 6236273106, 5823400303, 5823400304, 6236273104, 5823400305)",soccer,stadium
16523,666114938,"{'leisure': 'pitch', 'sport': 'soccer'}","(6236335185, 6236330784, 6236330783, 6236330782, 6236335185)",soccer,pitch
16524,666245295,"{'landuse': 'grass', 'leisure': 'park', 'name': 'Wanane Family Park', 'natural': 'grassland'}","(6237555355, 6237555356, 6237555357, 6237555358, 6237555359, 6237555361, 6237555362, 6237555363, 6237555364, 6237555365, 6237555366, 6237555355)",,park
16525,666247185,"{'landcover': 'grass', 'leisure': 'park', 'name': 'Lapangan Bank Exim'}","(6237570165, 6237570166, 6237570167, 6237570168, 6237570169, 6237570170, 6237570171, 6237570172, 6237570173, 6237570174, 6237570175, 6237570176, 6237570177, 6237570178, 6237570179, 6237570180, 6237570181, 6237570182, 4974021001, 6237570165)",,park
16526,666249733,"{'leisure': 'pitch', 'name': 'Lapangan Futsal', 'sport': 'soccer', 'surface': 'concrete:plates'}","(6237598105, 6237598106, 6237598107, 6237598108, 6237598105)",soccer,pitch
16527,666285204,"{'leisure': 'park', 'name': 'Kompleks Kantor Walikota', 'natural': 'grassland'}","(6237892404, 6237892405, 6257035380, 4958204822, 6237892407, 6237892404)",,park
16528,666404616,"{'leisure': 'pitch', 'sport': 'tennis'}","(6239156771, 6239156772, 6239156773, 6239156774, 6239156775, 6239156776, 6239156771)",tennis,pitch
16529,666408930,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(6239193955, 6239193949, 6239193954, 6239193953, 6239193952, 6239193951, 6239193948, 6239193955)",swimming,swimming_pool
16530,666408931,"{'building': 'yes', 'sport': 'swimming'}","(6239193978, 6239193977, 6239193976, 6239193975, 6239193974, 6239193973, 6239193972, 6239193956, 6239193971, 6239193970, 6239193969, 6239193968, 6239193967, 6239193966, 6239193965, 6239193964, 6239193963, 6239193962, 6239193961, 6239193960, 6239193959, 6239193958, 6239193957, 6239193978)",swimming,
16531,666527849,"{'leisure': 'pitch', 'sport': 'soccer'}","(6240418399, 6240418067, 6240418389, 6240418026, 6240418399)",soccer,pitch
16532,666551407,"{'leisure': 'park', 'name': 'Polres Tigaraksa'}","(1669918429, 1669907757, 6240675484, 4720984867, 6240676485, 1669918429)",,park
16533,666551408,"{'leisure': 'park', 'name': 'Vihara Park'}","(6308091373, 4725387352, 6240676486, 6308091370, 6308091371, 6308091372, 6308091373)",,park
16534,666570207,"{'leisure': 'pitch', 'sport': 'volleyball'}","(6240874061, 6240874060, 6240874059, 6240874058, 6240874061)",volleyball,pitch
16535,666596207,"{'leisure': 'park', 'name': 'Lapangan Sorpus'}","(6241149254, 6241149255, 6241149256, 6241149257, 6241149254)",,park
16536,666901432,"{'leisure': 'park', 'name': 'SEM JJ ROM'}","(6244209508, 6244209509, 6244209510, 6244209511, 6244209512, 6244209513, 6244209514, 6244209515, 6244209516, 6244209517, 6244209518, 6244209519, 6244209520, 6244209521, 6244209522, 6244209523, 6244209524, 6244209508)",,park
16537,667017474,{'leisure': 'park'},"(6245404422, 6245404421, 6245404425, 6245404424, 6245340299, 6245404423, 6245404422)",,park
16538,667067489,"{'leisure': 'park', 'name': 'Lapangan Masjid Raya Al-Akbar'}","(6245879811, 6245879812, 6249187654, 6249187655, 6245879813, 6245879814, 6245879811)",,park
16539,667067604,"{'leisure': 'park', 'name': 'Area Masjid Al-Azhar'}","(6245883829, 6245883830, 6245883831, 6245883832, 6245883829)",,park
16540,667067673,{'leisure': 'park'},"(6245884561, 6245884562, 6245884563, 6245884564, 6245884565, 6245884561)",,park
16541,667075365,"{'leisure': 'pitch', 'sport': 'multi'}","(6245957968, 6245957967, 6245957966, 6245957965, 6245957968)",multi,pitch
16542,667082740,"{'leisure': 'park', 'name': 'Begawi park'}","(634376346, 6782719526, 6782719523, 6246008148, 6246008149, 6246008150, 6246008151, 6143207438, 634376346)",,park
16543,667091588,"{'addr:city': 'Donggala', 'leisure': 'pitch', 'source': 'survey', 'sport': 'soccer'}","(6246075131, 6246075130, 6246075129, 6246075128, 6246075131)",soccer,pitch
16544,667104196,"{'addr:city': 'Sigi', 'leisure': 'pitch', 'source': 'survey', 'sport': 'volleyball'}","(6246183695, 6246183694, 6246183693, 6246183692, 6246183695)",volleyball,pitch
16545,667106412,"{'addr:city': 'Donggala', 'addr:full': 'Desa Loli Saluran', 'leisure': 'pitch', 'name': 'Lapangan Futsal', 'source': 'survey', 'sport': 'futsal'}","(6246205463, 6246205462, 6246205461, 6246205460, 6246205463)",futsal,pitch
16546,667364305,"{'leisure': 'park', 'name': 'Alun-Alun Kota Temanggung'}","(6248526861, 6248526876, 6248526859, 6248526873, 6248526861)",,park
16547,667364307,{'leisure': 'park'},"(6248526874, 6248526864, 6248526865, 6248526862, 6248526874)",,park
16548,667602655,"{'leisure': 'park', 'name': 'Mul Meghanai park'}","(6250902765, 6250902766, 6250902767, 6250902768, 6250902769, 6250902770, 6250902771, 6250902765)",,park
16549,668205397,"{'leisure': 'park', 'name': 'Taman Gotong Royong'}","(6257449582, 3233720384, 6257449583, 6257449582)",,park
16550,668471876,"{'landuse': 'grass', 'leisure': 'park', 'name': 'Lapangan Gereja Betleheml'}","(6259965097, 6259965098, 6259965099, 6259965100, 6259965097)",,park
16551,668551093,"{'leisure': 'pitch', 'sport': 'soccer'}","(6260722151, 6260722112, 6260722176, 6260722148, 6260722151)",soccer,pitch
16552,668596369,"{'leisure': 'pitch', 'sport': 'multi'}","(6261138294, 6261138348, 6261138321, 6261138295, 6261138294)",multi,pitch
16553,668668467,{'leisure': 'park'},"(6261850042, 6261850043, 6261850044, 6261850045, 6261850042)",,park
16554,669157100,"{'addr:city': 'makassar', 'addr:housenumber': '1', 'addr:postcode': '90171', 'addr:street': 'No.Road, Jl. Ujung Pandang, Bulo Gading, Ujung Pandang, Kota Makassar, Sulawesi Selatan', 'ele': '2', 'leisure': 'park', 'name': 'Taman Benteng Rotterdam', 'opening_hours': '24/7', 'operator': 'Hardy 27', 'smoking': 'no'}","(6266138165, 6266138166, 6266138167, 6266138168, 6266138169, 6266138170, 6266138171, 6266138172, 6266138173, 6266138174, 6266138175, 6266138176, 6266138177, 6266138178, 6266138179, 6266138165)",,park
16555,669240568,"{'leisure': 'sports_centre', 'sport': 'swimming'}","(6266911853, 6266911861, 6266911862, 6266911854, 6266911853)",swimming,sports_centre
16556,669452060,"{'leisure': 'park', 'name': 'Taman Hiburan Rakyat Teluk penyu'}","(6269030329, 6269030330, 6269030331, 6269030332, 6269030333, 6269030334, 6269030335, 6269030336, 6269030337, 6273382032, 6273382031, 2258320246, 6269030340, 6269030341, 6269030342, 6269030329)",,park
16557,669507261,"{'leisure': 'pitch', 'sport': 'tennis'}","(6269597129, 6269597130, 6269597131, 6269597132, 6269597133, 6269597129)",tennis,pitch
16558,669519506,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(6269699978, 6269699981, 6269701873, 6269701902, 6269699978)",swimming,swimming_pool
16559,669601638,"{'leisure': 'pitch', 'sport': 'basketball'}","(6270532407, 6270532404, 6270532405, 6270532406, 6270532407)",basketball,pitch
16560,669601648,"{'leisure': 'pitch', 'sport': 'tennis'}","(6270532451, 6270532448, 6270532449, 6270532452, 6270532451)",tennis,pitch
16561,669601650,"{'leisure': 'pitch', 'sport': 'tennis'}","(6270532453, 6270532456, 6270532450, 6270532451, 6270532452, 6270532453)",tennis,pitch
16562,669601652,"{'leisure': 'pitch', 'sport': 'tennis'}","(6270532457, 6270532454, 6270532455, 6270532456, 6270532453, 6270532457)",tennis,pitch
16563,669601869,"{'leisure': 'pitch', 'sport': 'basketball'}","(6270535167, 6270535164, 6270535165, 6270535166, 6270535167)",basketball,pitch
16564,669601874,"{'leisure': 'pitch', 'sport': 'tennis'}","(6270535211, 6270535208, 6270535209, 6270535212, 6270535211)",tennis,pitch
16565,669601875,"{'leisure': 'pitch', 'sport': 'tennis'}","(6270535213, 6270535216, 6270535210, 6270535211, 6270535212, 6270535213)",tennis,pitch
16566,669601876,"{'leisure': 'pitch', 'sport': 'tennis'}","(6270535217, 6270535214, 6270535215, 6270535216, 6270535213, 6270535217)",tennis,pitch
16567,669869004,"{'leisure': 'park', 'name': 'Alun-Alun Cilacap'}","(6273385006, 6273385007, 6273385008, 6273385009, 6273385010, 6273385011, 6273385012, 6273385013, 6273385006)",,park
16568,669873122,"{'leisure': 'park', 'name': 'Taman Bolder'}","(6273428171, 6273428170, 6273428169, 6273428168, 6273428167, 6273428183, 6273428171)",,park
16569,670138600,"{'leisure': 'pitch', 'name': 'Lapangan Block. C', 'sport': 'soccer'}","(6275689823, 6275689824, 6275689825, 6275689826, 6275689823)",soccer,pitch
16570,670139404,"{'leisure': 'park', 'name': 'Taman Desa', 'operator': 'Pemerintah desa'}","(6275697867, 6275697868, 6275697869, 6275697870, 6275697871, 6275697867)",,park
16571,670141922,"{'access': 'yes', 'leisure': 'pitch', 'name': 'lapangan bulutangkis', 'sport': 'badminton'}","(6275727505, 6275727506, 6275727507, 6275727508, 6275727505)",badminton,pitch
16572,670166799,"{'leisure': 'pitch', 'name': 'Lapangan Sepak Bola SMP Negeri 5', 'sport': 'soccer'}","(6275957113, 6275957114, 6275957115, 6275957116, 6275957117, 6275957118, 6275957119, 6275957120, 6275957121, 6275957122, 6275957113)",soccer,pitch
16573,670266339,{'leisure': 'park'},"(6276864631, 6276864632, 6276864633, 6276864634, 6276864631)",,park
16574,670266342,{'leisure': 'park'},"(7265447250, 7265447251, 7265447252, 6276864641, 7265447248, 6276864642, 6276864637, 6276864643, 7265447250)",,park
16575,670266343,{'leisure': 'park'},"(6762036381, 6762036382, 1351135704, 1351135706, 1349922903, 6276864646, 7298072977, 6276864647, 6276864649, 7263112238, 6762036381)",,park
