,id,tags,lonlat,amenity_name,shop,healthcare
5533,182224112,"{'name': 'Puskesmas Padang Sago', 'amenity': 'hospital', 'emergency': 'yes'}","(1925685809, 1925685812, 1925685810, 1925685811, 1925685809)",hospital,,
5534,182314560,"{'amenity': 'hospital', 'building': 'yes'}","(1926663108, 1926663100, 1926663111, 1926663112, 1926663108)",hospital,,
5535,182314563,"{'amenity': 'hospital', 'building': 'yes'}","(1926663074, 1926663084, 1926663072, 1926663066, 1926663074)",hospital,,
5536,182314574,"{'amenity': 'hospital', 'building': 'yes'}","(1926663062, 1926663061, 1926663059, 1926663063, 1926663064, 1926663062)",hospital,,
5537,182314575,"{'amenity': 'toilets', 'operator': 'Bak Penampungan Air & Kamar Mandi'}","(1926663090, 1926663088, 1926663098, 1926663104, 1926663090)",toilets,,
5538,182353860,"{'amenity': 'clinic', 'building': 'yes', 'name': 'Polindes Soru / Posyandu'}","(1927094943, 1927094928, 1927094918, 1927094932, 1927094943)",clinic,,
5539,182469902,"{'name': 'Polindes Katoda Okur', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes'}","(1928275995, 1928275996, 1928275999, 1928275998, 1928275995)",clinic,,
5540,182627405,"{'name': 'POSKESDES KALENA WANNO', 'amenity': 'hospital', 'building': 'yes'}","(1929956686, 1929956684, 1929956685, 1929956687, 1929956686)",hospital,,
5541,182809368,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931767970, 1931767968, 1931767969, 1931767973, 1931767970)",hospital,,
5542,182809370,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931767982, 1931767971, 1931767972, 1931767983, 1931767982)",hospital,,
5543,182809393,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931767965, 1931767963, 1931767966, 1931767967, 1931767965)",hospital,,
5544,182809398,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931767961, 1931767960, 1931767962, 1931767964, 1931767961)",hospital,,
5545,182809405,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931767974, 1931767976, 1931767980, 1931767979, 1931767974)",hospital,,
5546,182809701,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931777034, 1931777036, 1931777051, 1931777048, 1931777034)",hospital,,
5547,182809742,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931777026, 1931777025, 1931777027, 1931777029, 1931777026)",hospital,,
5548,182809758,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931777030, 1931777028, 1931777032, 1931777038, 1931777030)",hospital,,
5549,182809767,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital', 'building': 'yes'}","(1931777040, 1931777039, 1931777041, 1931777044, 1931777040)",hospital,,
5550,182813057,"{'amenity': 'pharmacy', 'building': 'yes', 'dispensing': 'yes', 'opening_hours': 'Tu-Su 08:00-15:00;Sa 08:00-12:00'}","(1931815113, 1931815112, 1931815114, 1931815115, 1931815113)",pharmacy,,
5551,182957778,"{'amenity': 'clinic', 'building': 'yes', 'name': 'Klinik Santa Elizabeth'}","(1933209271, 1933209264, 1933209278, 1933209281, 1933209271)",clinic,,
5552,182958866,"{'amenity': 'toilets', 'operator': '34-40318'}","(1933258251, 1933258263, 1933258266, 1933258265, 1933258251)",toilets,,
5553,182985176,"{'name': 'Posyandu Melati RW 05', 'amenity': 'clinic', 'building': 'yes'}","(1933496893, 1933496891, 1933496875, 1933496887, 1933496893)",clinic,,
5554,182985177,"{'name': 'Posyandu Melati RW 05 Cibogo', 'amenity': 'clinic', 'building': 'yes'}","(1933496918, 1933496932, 1933496934, 1933496926, 1933496918)",clinic,,
5555,182986879,"{'access:roof': 'no', 'addr:full': 'Jalan SESKO AU', 'amenity': 'pharmacy', 'building:levels': '2', 'building:roof': 'tile', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick', 'capacity:persons': '150', 'ele': '1240', 'healthcare': 'pharmacy', 'name': 'Apotek Pratama'}","(1933518194, 1933518190, 1933518182, 1933518186, 1933518194)",pharmacy,,pharmacy
5556,183100939,"{'name': 'Pustu', 'amenity': 'clinic', 'building': 'yes'}","(1934629088, 1934629084, 1934629085, 1934629089, 1934629088)",clinic,,
5557,183123232,"{'ele': '5', 'name': 'Bidan Halimah', 'rooms': '5', 'amenity': 'clinic', 'addr:full': 'Jl. Panorama', 'access:roof': 'no', 'building:roof': 'tile', 'building:walls': 'brick', 'building:levels': '1', 'capacity:persons': '5', 'building:structure': 'reinforced_masonry'}","(1934853403, 1934853402, 1934853406, 1934853408, 1934853403)",clinic,,
5558,183123235,"{'access:roof': 'no', 'addr:full': 'Jl. Raya Lembang', 'amenity': 'pharmacy', 'building:levels': '1', 'building:part': 'hospital', 'building:roof': 'tile', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick', 'capacity:persons': '10', 'ele': '15', 'name': 'Gardenia'}","(1934853394, 1934853390, 1934853392, 1934853399, 1934853394)",pharmacy,,
5559,183123238,"{'ele': '5', 'name': 'Posyandu', 'rooms': '1', 'amenity': 'clinic', 'addr:full': 'Jl.Panorama', 'access:roof': 'no', 'building:roof': 'tile', 'building:walls': 'brick', 'building:levels': '1', 'capacity:persons': '15', 'building:structure': 'reinforced_masonry'}","(1934853417, 1934853419, 1934853416, 1934853410, 1934853417)",clinic,,
5560,183123239,"{'access:roof': 'no', 'addr:full': 'Jl. Grand Hotel', 'amenity': 'clinic', 'building': 'yes', 'building:levels': '2', 'building:roof': 'tile', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick', 'capacity:persons': '500', 'healthcare': 'clinic', 'healthcare:speciality': 'general', 'name': 'Puskesmas Lembang', 'operator:type': 'government', 'rooms': '5'}","(1934853426, 1934853428, 1934853425, 1934853422, 5994872175, 5994872174, 1934853420, 1934853426)",clinic,,clinic
5561,183123240,"{'access:roof': 'no', 'addr:full': 'Jl. Grand Hotel', 'amenity': 'clinic', 'building:levels': '2', 'building:part': 'hospital', 'building:roof': 'tile', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick', 'capacity:persons': '100', 'ele': '15', 'name': 'Rumah Bersalin', 'rooms': '10'}","(1934853348, 1934853357, 1934853374, 1934853367, 1934853348)",clinic,,
5562,183130487,"{'amenity': 'toilets', 'operator': 'GHL'}","(1934907102, 1934907104, 1934907116, 1934907111, 1934907102)",toilets,,
5563,183135719,"{'amenity': 'toilets', 'operator': 'MCK Umum'}","(1934951500, 1934951530, 1934951531, 1934951502, 1934951500)",toilets,,
5564,183135775,"{'amenity': 'toilets', 'operator': 'Mesjid Agung Lembang', 'religion': 'muslim'}","(1934952445, 1934952444, 1934952447, 1934952453, 1934952445)",toilets,,
5565,183670044,"{'name': 'Pustu Batu Ringgit', 'amenity': 'hospital', 'building': 'yes'}","(1940865437, 1940865421, 1940865445, 1940865460, 1940865437)",hospital,,
5566,183947448,"{'name': 'Puskesmas Sanggeng', 'amenity': 'hospital', 'building': 'yes'}","(1943873149, 1943873160, 1943873161, 1943873157, 1943873149)",hospital,,
5567,184085274,"{'name': 'Puskesmas Wosi', 'amenity': 'clinic', 'building': 'yes', 'addr:full': 'Jalan Drs. Esau Sesa', 'access:roof': 'no', 'building:roof': 'tin', 'operator:type': 'government', 'building:walls': 'brick', 'building:levels': '1', 'building:structure': 'plastered'}","(1945303750, 1945303748, 1945303760, 1945303780, 1945303750)",clinic,,
5568,184098771,{'amenity': 'hospital'},"(1945461271, 1945461280, 1945461277, 5641143505, 1945461268, 1945461271)",hospital,,
5569,184170823,"{'name': 'RSUD Cicalengka', 'amenity': 'hospital'}","(1946160147, 1946160142, 1946160255, 1946160174, 1946160175, 1946160150, 1946160229, 1946160198, 1946160238, 1946160214, 1946160254, 1946160145, 1946160146, 1946160143, 1946160156, 1946160179, 1946160242, 1946160211, 1946160180, 1946160275, 1946160177, 1946160212, 1946160162, 1946160271, 1946160202, 1946160205, 1946160209, 1946160231, 1946160273, 1946160164, 1946160258, 1946160170, 1946160256, 1946160215, 1946160148, 1946160263, 1946160140, 1946160257, 1946160218, 1946160247, 1946160265, 1946160219, 1946160147)",hospital,,
5570,184172332,"{'amenity': 'hospital', 'name': 'Puskesmas'}","(1946180066, 1946180060, 1946180062, 1946180052, 1946180121, 1946180010, 1946180042, 1946180045, 1946180066)",hospital,,
5571,184740534,"{'name': 'PUSKESMAS SONROBONE', 'amenity': 'hospital'}","(1952515626, 1952515631, 1952515642, 1952515627, 1952515626)",hospital,,
5572,184742591,"{'name': 'PUSKESMAS MAPPAKASUNGGU', 'amenity': 'hospital'}","(1952532270, 1952532268, 1952532269, 1952532271, 1952532270)",hospital,,
5573,184901176,"{'name': 'Kliknik', 'amenity': 'hospital', 'operator': 'Pemerintah'}","(1954729653, 1954729652, 1954729654, 1954729655, 1954729653)",hospital,,
5574,185019932,"{'name': 'Puskesmas Besikama', 'amenity': 'hospital', 'building': 'yes', 'addr:full': 'besikama', 'access:roof': 'no', 'building:roof': 'tin', 'operator:type': 'government', 'building:walls': 'brick', 'building:levels': '1', 'building:structure': 'reinforced_masonry'}","(1955921816, 1955921815, 1955921821, 1955921823, 1955921817, 1955921819, 1955921816)",hospital,,
5575,185021418,"{'name': 'Puskesmas Waederok', 'amenity': 'clinic', 'access:roof': 'no', 'building:roof': 'Seng', 'operator:type': 'Pemerintah', 'building:walls': 'Bata', 'building:levels': '1', 'building:structure': 'confined_masonry'}","(1955939556, 1955939559, 1955939563, 1955939573, 1955939575, 1955939574, 1955939572, 1955939568, 1955939570, 1955939566, 1955939564, 1955939561, 1955939556)",clinic,,
5576,185021571,"{'name': 'Puskesmas Forek Modok', 'amenity': 'clinic', 'building': 'yes', 'access:roof': 'no', 'building:roof': 'tin', 'operator:type': 'government', 'building:walls': 'brick', 'building:levels': '1', 'building:structure': 'confined_masonry'}","(1955940999, 1955941005, 1955941007, 1955941004, 1955941006, 1955941003, 1955941002, 1955941001, 1955940998, 1955941000, 1955940999)",clinic,,
5577,185022264,"{'name': 'Puskesmas Rabasa', 'rooms': '3 kamar', 'amenity': 'clinic', 'building': 'yes', 'addr:full': 'Desa Rabasa', 'access:roof': 'no', 'building:roof': 'tin', 'operator:type': 'government', 'building:walls': 'brick', 'building:levels': '1', 'building:structure': 'reinforced_masonry'}","(1955967070, 1955967069, 1955967071, 1955967072, 1955967070)",clinic,,
5578,185053556,"{'access:roof': 'no', 'addr:city': 'Surabaya', 'addr:full': 'TEGALSARI', 'addr:postcode': '60261', 'addr:street': 'Jalan Tegalsari', 'amenity': 'hospital', 'backup_generator': 'yes', 'building': 'hospital', 'building:condition': 'good', 'building:floor': 'ceramics', 'building:levels': '3', 'building:roof': 'concrete', 'building:structure': 'confined_masonry', 'building:walls': 'brick', 'capacity:persons': '500', 'ele': '12', 'healthcare': 'hospital', 'name': 'RSIA PUSURA', 'operator:type': 'private'}","(1956360786, 1956360784, 1956360790, 1956360788, 1956360789, 1956360804, 1956360822, 1956360821, 1956360827, 1956360826, 1956360819, 1956360818, 1956360825, 1956360823, 1956360817, 1956360815, 1956360809, 1956360793, 1956360787, 1956360786)",hospital,,hospital
5579,185055599,"{'access:roof': 'no', 'addr:full': 'Jl. Tegalsari', 'amenity': 'clinic', 'building': 'clinic', 'building:levels': '2', 'building:roof': 'tile', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick', 'capacity:persons': '100', 'healthcare': 'clinic', 'name': 'TCM Sari Alam'}","(1956389422, 1956389420, 1956389419, 1956389407, 1956389411, 1956389409, 1956389416, 1956389415, 4452670319, 1956389423, 1956389424, 1956389422)",clinic,,clinic
5580,185056779,"{'access:roof': 'yes', 'addr:city': 'Surabaya', 'addr:full': 'Jalan Kombes Pol M. Duriyat', 'addr:housenumber': '18', 'addr:postcode': '60226', 'addr:street': 'Jalan Kombes M. Duryat', 'amenity': 'clinic', 'building': 'clinic', 'building:levels': '5', 'building:roof': 'concrete', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick', 'capacity:persons': '2000', 'healthcare': 'clinic', 'name': 'Erha'}","(1956411999, 1956412006, 1956412018, 1956412015, 1956411999)",clinic,,clinic
5581,185056781,"{'access:roof': 'no', 'addr:full': 'jl.Kombes M. Duryat', 'addr:housenumber': '10-12', 'addr:postcode': '60262', 'addr:street': 'Jalan Kombes M. Duryat', 'amenity': 'clinic', 'building': 'clinic', 'building:levels': '3', 'building:roof': 'tile', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick', 'capacity:persons': '3000', 'healthcare': 'clinic', 'name': 'Panti Asuhan Matahari Terbit'}","(1956412010, 1956412012, 1956412031, 4202217862, 4202217863, 4202217864, 4202217865, 1956412025, 1956412010)",clinic,,clinic
5582,185226107,"{'access:roof': 'no', 'amenity': 'clinic', 'building': 'yes', 'building:levels': '1', 'building:roof': 'tile', 'building:structure': 'unreinforced_masonry', 'building:walls': 'brick', 'capacity:persons': '60 orang', 'name': 'puskesmas desa', 'operator:type': 'government', 'rooms': '8 kamar'}","(1957903823, 1957903824, 1957903822, 1957903820, 1957903823)",clinic,,
5583,185228018,"{'name': 'Kimia Farma', 'amenity': 'pharmacy', 'building': 'yes', 'addr:city': 'Bandung', 'addr:street': 'Jalan Braga'}","(1957918319, 1957918320, 1957918318, 4213227663, 1957918322, 1957918321, 1957918323, 1957918324, 1957918327, 1957918326, 1957918325, 1957918319)",pharmacy,,
5584,185391484,"{'name': 'Puskesmas Batauga', 'amenity': 'hospital', 'building': 'yes'}","(1959915783, 1959915788, 1959915778, 1959915768, 1959915773, 1959915775, 1959915784, 1959915779, 1959915783)",hospital,,
5585,185947887,"{'amenity': 'toilets', 'building': 'yes', 'wheelchair': 'yes'}","(1966343459, 1966343458, 1966343460, 1966343463, 1966343461, 1966343459)",toilets,,
5586,186092539,"{'amenity': 'toilets', 'building': 'yes'}","(1967982437, 1967982439, 1967982454, 1967982452, 1967982437)",toilets,,
5587,186121329,"{'amenity': 'clinic', 'building': 'yes'}","(1968235880, 1968235912, 1968235932, 1968235877, 1968235880)",clinic,,
5588,186250711,"{'note': 'MCK umum_PNPM Mandiri', 'amenity': 'toilets', 'building': 'yes'}","(1969376434, 1969376432, 1969376433, 1969376435, 1969376434)",toilets,,
5589,186422656,"{'name': 'Apotik Tri Lana Farma', 'amenity': 'pharmacy', 'dispensing': 'no', 'opening_hours': '24/7'}","(1971158178, 1971158188, 1971158185, 1971158176, 1971158178)",pharmacy,,
5590,186426881,"{'name': 'Polindes Peseng', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes'}","(1971223903, 1971223900, 1971223901, 1971223905, 1971223903)",clinic,,
5591,186450662,"{'name': 'Rumah Sakit Universitas Mataram', 'amenity': 'hospital'}","(1971508959, 3729304969, 1971508966, 3729304970, 1971508964, 3729304968, 1971508960, 1971508958, 1971508959)",hospital,,
5592,186453126,"{'name': 'Poskesdes', 'amenity': 'clinic', 'building': 'hospital', 'type_idn': 'puskesdes', 'description': 'Pembangunan atas bantuan PT. NNT'}","(1971540450, 1971540449, 1971540474, 1971540480, 1971540450)",clinic,,
5593,186455131,"{'name': 'Polindes Desa TBS', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes', 'addr:housenumber': '10'}","(1971577908, 1971577956, 1971577958, 1971578036, 1971578039, 1971577962, 1971577964, 1971577941, 1971577935, 1971577913, 1971577908)",clinic,,
5594,186474412,"{'amenity': 'clinic', 'building': 'clinic', 'name': 'Posyandu'}","(1971813790, 1971813799, 1971813804, 1971813796, 1971813790)",clinic,,
5595,186488275,"{'amenity': 'toilets', 'building': 'yes', 'operator': 'MCK'}","(1972025524, 1972025526, 1972025531, 1972025527, 1972025524)",toilets,,
5596,186488350,"{'amenity': 'toilets', 'building': 'yes', 'operator': 'MCK'}","(1972025387, 1972025385, 1972025386, 1972025390, 1972025387)",toilets,,
5597,186560122,"{'name': 'Pustu benete', 'amenity': 'hospital', 'building': 'yes'}","(1972948493, 1972948509, 1972948517, 1972948519, 1972948535, 1972948524, 1972948493)",hospital,,
5598,186592606,"{'name': 'Rumah Sakit Bersalin Minasa Upa', 'rooms': '30', 'amenity': 'hospital', 'building': 'yes', 'addr:full': 'Minasa Upa', 'access:roof': 'no', 'building:roof': 'tin', 'operator:type': 'private', 'building:walls': 'brick', 'building:levels': '3', 'capacity:persons': '500', 'building:structure': 'reinforced_masonry'}","(3504140955, 3504140954, 3504140951, 3504140953, 3504140957, 3504140956, 1973408686, 1973408685, 3504140955)",hospital,,
5599,186596412,"{'access:roof': 'no', 'addr:full': 'Jln. Dahlia no. 3', 'amenity': 'clinic', 'building': 'yes', 'building:levels': '1', 'building:roof': 'tile', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick', 'name': 'Puskesmas Dahlia', 'operator:type': 'government'}","(1973439097, 1973439098, 1973439100, 1973439104, 1973439102, 1973439106, 1973439096, 1973439091, 1973439092, 1973439090, 1973439097)",clinic,,
5600,186596413,"{'name': 'Rumah Sakit Bersalin. Hj. Sarifa', 'amenity': 'hospital', 'building': 'yes', 'addr:full': 'Jln. Kenagah. No 13', 'access:roof': 'no', 'building:roof': 'tin', 'operator:type': 'private', 'building:walls': 'brick', 'building:levels': '3', 'building:structure': 'reinforced_masonry'}","(1973439121, 1973439129, 1973439130, 1973439125, 1973439121)",hospital,,
5601,186597155,"{'name': 'Alifia', 'rooms': '20', 'amenity': 'clinic', 'building': 'yes', 'addr:full': 'Jl. Manunggal', 'access:roof': 'no', 'building:roof': 'tile', 'operator:type': 'Balai Pengobatan', 'building:walls': 'brick', 'building:levels': '2', 'capacity:persons': '20', 'building:structure': 'reinforced_masonry'}","(1973444442, 1973444441, 1973444443, 1973444444, 1973444442)",clinic,,
5602,186597163,"{'name': 'Rumah Sakit Bersalin', 'rooms': '80', 'amenity': 'hospital', 'building': 'yes', 'addr:full': 'Jl. Tanjung Raya', 'building:roof': 'tin', 'operator:type': 'private', 'building:walls': 'brick', 'building:levels': '3', 'capacity:persons': '80', 'building:structure': 'reinforced_masonry'}","(1973444435, 1973444433, 1973444434, 1973444436, 1973444435)",hospital,,
5603,186602102,"{'name': 'Rumah Sakit Umum Wisata Universitas Indonesia Timur', 'amenity': 'hospital', 'building': 'yes', 'emergency': 'no'}","(2057303165, 2586285231, 2058332901, 1973480950, 1973480947, 2607409891, 2607409881, 2586285230, 2057303165)",hospital,,
5604,186607514,"{'name': 'Puskesmas Mangkoso', 'rooms': '25', 'amenity': 'hospital', 'building': 'yes', 'addr:full': 'Jl. Paccekke, Polewali, Sop. Riaja', 'access:roof': 'no', 'building:roof': 'tin', 'operator:type': 'government', 'building:walls': 'brick', 'building:levels': '1', 'capacity:persons': '100', 'building:structure': 'reinforced_masonry'}","(1973539244, 1973539240, 1973539242, 1973539241, 1973539243, 1973539245, 1973539244)",hospital,,
5605,186641254,"{'amenity': 'hospital', 'building': 'yes', 'building:levels': '5', 'building:roof': 'concrete', 'building:structure': 'reinforced_masonry', 'building:use': 'medical', 'building:walls': 'brick', 'healthcare': 'hospital', 'name': 'R.S IBNU SINA', 'operator:type': 'private'}","(1973831948, 1973831950, 1973831946, 1973831947, 1973831951, 1973831957, 1973831954, 1973831955, 1973831960, 1973831964, 1973831986, 1973831958, 1973831948)",hospital,,hospital
5606,186713027,"{'name': 'Postu Desa Kereke', 'amenity': 'clinic', 'building': 'yes', 'admin_level': '7', 'clinic:type_id': 'pustu'}","(1974613306, 1974613320, 1974613329, 1974613308, 1974613306)",clinic,,
5607,186731536,"{'amenity': 'toilets', 'building': 'utility', 'operator': 'MCK Umum'}","(1974773290, 1974773285, 1974773292, 1974773293, 1974773290)",toilets,,
5608,186913323,"{'amenity': 'hospital', 'name': 'RS. Bersalin Inau'}","(1976657932, 1976657926, 1976657931, 1976657933, 1976657932)",hospital,,
5609,186934065,"{'amenity': 'toilets', 'building': 'yes', 'operator': 'MCK'}","(1976836191, 1976836193, 1976836196, 1976836195, 1976836191)",toilets,,
5610,186934153,"{'amenity': 'toilets', 'building': 'residential', 'operator': 'MCK'}","(1976835962, 1976835968, 1976835914, 1976835912, 1976835962)",toilets,,
5611,186934182,"{'amenity': 'toilets', 'building': 'yes', 'operator': 'MCK'}","(1976835507, 1976835508, 1976835553, 1976835551, 1976835507)",toilets,,
5612,186934221,"{'amenity': 'toilets', 'building': 'yes', 'operator': 'MCK'}","(1976835297, 1976835303, 1976835349, 1976835347, 1976835297)",toilets,,
5613,186989911,"{'name': 'Yayasan Paru Paru', 'amenity': 'doctors', 'opening_hours': 'Mo-Fr 08:30-20:00'}","(1977500180, 1977500184, 1977500187, 1977500186, 1977500180)",doctors,,
5614,187088156,"{'amenity': 'clinic', 'building': 'yes', 'name': 'Puskesmas Kedung Badak'}","(1978415274, 1978415244, 1978415225, 1978415228, 1978415274)",clinic,,
5615,187128945,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital'}","(1978788335, 1978788336, 1978788343, 1978788342, 1978788345, 1978788346, 1978788350, 1978788351, 1978788347, 1978788341, 1978788338, 1978788335)",hospital,,
5616,187128946,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital'}","(1978788324, 1978788322, 1978788333, 1978788336, 1978788337, 1978788340, 1978788344, 1978788348, 1978788349, 1978788339, 1978788332, 1978788330, 1978788334, 1978788327, 1978788326, 1978788323, 1978788321, 1978788324)",hospital,,
5617,187128947,"{'name': 'Rumah Sakit Umum Manokwari', 'amenity': 'hospital'}","(1978788325, 1978788329, 1978788331, 1978788328, 1978788325)",hospital,,
5618,187130664,"{'name': 'Puskesmas', 'amenity': 'hospital'}","(1978803676, 1978803671, 1978803673, 1978803675, 1978803677, 1978803676)",hospital,,
5619,187420938,"{'amenity': 'clinic', 'building': 'hospital', 'clinic:type_id': 'pustu'}","(1981161258, 1981161253, 1981161241, 1981161248, 1981161258)",clinic,,
5620,187420952,"{'amenity': 'clinic', 'building': 'hospital', 'clinic:type_id': 'puskesdes'}","(1981161234, 1981161239, 1981161243, 1981161247, 1981161252, 1981161244, 1981161234)",clinic,,
5621,187597239,"{'amenity': 'hospital', 'building': 'yes', 'name': 'Balai Pos Yandu Dsn Murjumeneng'}","(1982394621, 1982394619, 5814302933, 5814302934, 5814302935, 1982394622, 1982394621)",hospital,,
5622,187651753,"{'amenity': 'clinic', 'clinic:type_id': 'puskesmas'}","(1982822605, 1982822603, 1982822608, 1982822609, 1982822613, 1982822611, 1982822606, 1982822605)",clinic,,
5623,187668836,"{'name': 'Polindes Pandan Indah', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes'}","(1983015035, 1983015034, 1983015036, 1983015037, 1983015035)",clinic,,
5624,187787889,"{'amenity': 'hospital', 'building': 'yes', 'name': 'Area Puskesmas Baing'}","(1984270324, 1984270323, 1984270309, 1984270310, 1984270324)",hospital,,
5625,187874101,"{'addr:full': 'JL SKIP RT1 RW1', 'amenity': 'clinic', 'building': 'yes', 'name': 'PUSKESMAS LAWANGGINTUNG'}","(1985150827, 1985150733, 1985150822, 1985150867, 1985150827)",clinic,,
5626,187919487,"{'addr:full': 'Jalan Raya Muchtar Nomor 99, Sawangan, Depok', 'amenity': 'hospital', 'building': 'hospital', 'name': 'RSUD Depok', 'source': 'survey', 'website': 'https://rsud.depok.go.id/'}","(1985565991, 1985566012, 1985566017, 1985566014, 1985566007, 1985566005, 1985565995, 1985566016, 1985566000, 1985565993, 1985566015, 1985566006, 1985566001, 1985565992, 1985566009, 1985566003, 1985566013, 1985566004, 1985565996, 1985566011, 1985566010, 1985565994, 1985565997, 1985566002, 1985565999, 1985566008, 1985565998, 1985565991)",hospital,,
5627,188005923,"{'name': 'Pustu Bagu', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'pustu'}","(1986320197, 1986320198, 1986320204, 1986320201, 1986320197)",clinic,,
5628,188006859,"{'amenity': 'clinic', 'building': 'clinic', 'name': 'Posyandu'}","(1986327189, 1986327187, 1986327191, 1986327196, 1986327189)",clinic,,
5629,188012474,"{'addr:street': 'JALAN SELUSUH - JELOJOK', 'amenity': 'hospital', 'building': 'yes', 'name': 'Puskemas Mas-mas'}","(1986366726, 7362420210, 1986366733, 1986366754, 1986366740, 1986366726)",hospital,,
5630,188018790,"{'name': 'PUSKESMAS', 'amenity': 'hospital'}","(1986401896, 1986402061, 1986403423, 1986403618, 1986403787, 1986403676, 1986403550, 1986401896)",hospital,,
5631,188020610,"{'amenity': 'toilets', 'building': 'yes', 'man_made': 'reservoir_covered'}","(1986422438, 1986422440, 1986422439, 1986422437, 1986422438)",toilets,,
5632,188035323,"{'addr:street': 'Jalan Raden Arya Surialaga', 'amenity': 'clinic', 'building': 'yes', 'name': 'Puskesmas Pancasan'}","(1986568522, 1986568524, 1986568378, 1986568376, 1986568240, 1986568237, 1986568522)",clinic,,
5633,188169774,"{'name': 'Puskesmas pembantu', 'amenity': 'clinic', 'clinic:type_id': 'pustu'}","(1987947329, 1987947334, 1987947335, 1987947331, 1987947329)",clinic,,
5634,188171414,"{'amenity': 'hospital', 'building': 'yes', 'name': 'RS THT Dr. Pomo'}","(5780739682, 5780739700, 5780739699, 5780739698, 5780739681, 5780739683, 1987962916, 5780739685, 5780739697, 5780739696, 5780739694, 5780739695, 5780739684, 1987962928, 1987962877, 5780739682)",hospital,,
5635,188301717,"{'amenity': 'clinic', 'name': 'POLINDES'}","(1989254728, 1989254730, 1989254729, 1989254727, 1989254728)",clinic,,
5636,188428194,"{'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes'}","(1990576254, 1990576253, 1990576256, 1990576257, 1990576254)",clinic,,
5637,188548437,"{'name': 'Pustu Senaru', 'amenity': 'hospital', 'building': 'yes', 'building:use': 'residential'}","(1991761788, 1991761857, 1991761858, 1991761864, 1991761788)",hospital,,
5638,188548465,"{'name': 'Pustu Senaru', 'amenity': 'hospital', 'building': 'yes', 'building:use': 'residential'}","(1991761897, 1991761906, 1991761905, 1991761896, 1991761897)",hospital,,
5639,188548474,"{'name': 'Pustu Senaru', 'amenity': 'hospital', 'building': 'yes', 'building:use': 'residential'}","(1991761470, 1991761543, 1991761708, 1991761629, 1991761470)",hospital,,
5640,188548747,"{'amenity': 'hospital', 'building': 'yes'}","(1991766942, 1991766941, 1991766943, 1991766944, 1991766942)",hospital,,
5641,188705115,"{'amenity': 'clinic', 'building': 'yes'}","(1993267923, 1993267922, 1993267924, 1993267927, 1993267923)",clinic,,
5642,188902799,"{'amenity': 'hospital', 'building': 'yes'}","(1995306469, 7389198834, 7389198837, 1995306465, 1995306470, 1995306474, 1995306469)",hospital,,
5643,188902802,"{'amenity': 'hospital', 'building': 'yes'}","(1995306471, 1995306467, 1995306475, 1995306478, 7389198842, 7389198844, 7389198845, 7389198846, 7389198843, 7389198839, 1995306471)",hospital,,
5644,188903433,"{'amenity': 'hospital', 'building': 'yes'}","(1995311036, 7389198838, 7389198840, 7389198841, 1995311032, 1995311029, 1995311031, 1995311027, 7389198832, 7389198833, 7389147051, 7389147048, 7389147050, 7389147052, 7389198835, 7389198836, 1995311030, 1995311033, 1995311035, 1995311034, 1995311036)",hospital,,
5645,188904484,"{'amenity': 'hospital', 'building': 'yes'}","(1995320235, 1995320231, 1995320233, 1995320241, 7389147046, 7389147049, 7389147047, 1995320239, 7389147042, 7389147045, 7389147041, 1995320237, 1995320235)",hospital,,
5646,188904858,"{'amenity': 'hospital', 'building': 'yes'}","(1995322782, 1995322783, 7389147043, 1995322786, 7389147044, 1995322784, 1995322782)",hospital,,
