,id,tags,lonlat,amenity_name,emergency
0,32520386,"{'amenity': 'police', 'name': 'Polsek Bandung Wetan'}","(107.62161449999999, -6.907995200000011)",police,
1,32527727,"{'name': 'Polres Bandung Tengah', 'amenity': 'police', 'created_by': 'JOSM'}","(107.63111049999996, -6.915741200000012)",police,
2,330062883,"{'name': 'Lab. Klinik Gatot Subroto', 'amenity': 'hospital', 'emergency': 'no', 'created_by': 'Potlatch 0.10f'}","(99.1594364000001, 3.329847600000008)",hospital,no
3,330062904,"{'name': 'Lab. Klinik Prodia, T. Tinggi', 'amenity': 'hospital', 'emergency': 'no', 'created_by': 'Potlatch 0.10f'}","(99.1610328000001, 3.333009400000008)",hospital,no
4,330063205,"{'name': 'RS Umum, T. Tinggi', 'amenity': 'hospital', 'emergency': 'yes', 'created_by': 'Potlatch 0.10f'}","(99.15567700000008, 3.330036100000009)",hospital,yes
5,330063892,"{'name': 'Polres T. Tinggi', 'amenity': 'police', 'created_by': 'Potlatch 0.10f'}","(99.16177100000007, 3.325280600000009)",police,
6,413451355,{'amenity': 'police'},"(116.19795620000016, -8.597016699999982)",police,
7,417285505,{'amenity': 'police'},"(116.63034989999977, -8.554105199999968)",police,
8,473368147,"{'amenity': 'police', 'name': 'Polsek Bogor Utara'}","(106.80682099999989, -6.579303799999979)",police,
9,577453512,"{'name': 'Polsek Medan Timur', 'amenity': 'police'}","(98.68390049999991, 3.6002655999999984)",police,
10,600488283,"{'name': 'Kasih Ibu General Hsopital (Uluwatu)', 'phone': '+62 361 703270', 'amenity': 'hospital', 'addr:city': 'Badung, Bali', 'emergency': 'yes', 'addr:street': 'Jalan Uluwatu', 'addr:postcode': '80361', 'addr:housenumber': 'Nomor 69 A'}","(115.1758365999996, -8.760219899999967)",hospital,yes
11,702191755,"{'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(103.92977000000008, 1.0538500000000004)",police,
12,702191760,"{'name': 'Fire Fighter (Pemadam Kebakaran Sagulung)', 'source': 'Batam Mapping Project', 'amenity': 'fire_station', 'garmin_type': '0x3008'}","(103.93050000000008, 1.0528600000000006)",fire_station,
13,702331020,"{'name': 'Police (Pos Polisi Pel.Sagulung)', 'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(103.92526000000007, 1.0266200000000023)",police,
14,702331555,"{'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(103.93706000000006, 1.0811000000000022)",police,
15,702349813,"{'name': 'Police Hq(Poltabes Barelang)', 'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(104.02027000000014, 1.1180899999999987)",police,
16,702355108,"{'name': 'Fire Fighter Pel.Sekupang', 'source': 'Batam Mapping Project', 'amenity': 'fire_station', 'garmin_type': '0x3008'}","(103.9280000000001, 1.1257600000000003)",fire_station,
17,702672444,"{'amenity': 'police', 'garmin_type': '0x3001', 'name': 'Polsek Lubuk Baja', 'source': 'Batam Mapping Project'}","(104.01676650000009, 1.1320069000000001)",police,
18,702710893,"{'name': 'Fire Fighter Duriangkang', 'source': 'Batam Mapping Project', 'amenity': 'fire_station', 'garmin_type': '0x3008'}","(104.03300000000014, 1.0888100000000012)",fire_station,
19,703809447,"{'name': 'Police (Polsekta Batu Ampar)', 'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(104.00272000000012, 1.16232)",police,
20,707544012,"{'name': 'Polisi Hutan Pos', 'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(103.98884000000018, 1.1017400000000275)",police,
21,718919180,"{'name': 'Pospol MKGR', 'amenity': 'police'}","(103.98265810000001, 1.0425758999999963)",police,
22,718922043,"{'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(104.03602000000002, 1.0654599999999967)",police,
23,736622241,"{'name': 'Pos Police', 'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(104.00530000000043, 1.152280000000026)",police,
24,736645604,"{'name': 'Pltd Tg.Sengkuang', 'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x5700'}","(104.02252000000044, 1.1788200000000275)",police,
25,820947039,{'amenity': 'police'},"(99.33686529999999, 1.4936602000000019)",police,
26,820983160,{'amenity': 'police'},"(100.02184410000002, 0.5563188000000018)",police,
27,821082518,{'amenity': 'police'},"(100.55836010000012, -0.5003467999999981)",police,
28,824318215,{'amenity': 'police'},"(106.82958809999933, -6.183436599999989)",police,
29,838266507,"{'name': 'Polisi Sektor Kerambitan', 'is_in': 'Ubud,South Bali,Bali,Indonesia', 'amenity': 'police'}","(115.1312117999998, -8.53946209999996)",police,
30,856985677,"{'name': 'Police (Polsekta Btm.Ctr)', 'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(104.05718000000005, 1.12621)",police,
31,895872217,"{'name': 'Polsek Cibitung', 'amenity': 'police'}","(107.1037089999995, -6.273300699999997)",police,
32,901203711,"{'name': 'Police Post (Pos Polisi Kara)', 'source': 'Batam Mapping Project', 'amenity': 'police', 'garmin_type': '0x3001'}","(104.0413500000001, 1.1109899999999946)",police,
33,965460515,"{'name': 'Tourist Police', 'is_in': 'Legian,South Bali,Bali,Indonesia', 'amenity': 'police'}","(115.16864949999973, -8.716392599999995)",police,
34,1036809864,"{'name': 'Pos Cepu', 'amenity': 'police'}","(107.02162399999966, -6.712361600000018)",police,
35,1036844887,"{'name': 'Pemadam Kebakaran Bogor', 'amenity': 'fire_station'}","(106.81583799999967, -6.6203948000000175)",fire_station,
36,1043742121,"{'addr:street': 'Jalan RE Martadinata', 'amenity': 'police', 'name': 'POLSEK BOGOR TENGAH', 'name:en': 'Polsekta Bogor Tengah'}","(106.79356920000008, -6.582209600000004)",police,
37,1050638470,"{'name': 'Police Tourist', 'is_in': 'Kuta,South Bali,Bali,Indonesia', 'amenity': 'police'}","(115.17102350000008, -8.724959900000004)",police,
38,1050734982,"{'name': 'Kantor Polisi Melinggih', 'is_in': 'North Bali,Bali,Indonesia', 'amenity': 'police'}","(115.24947700000007, -8.437220400000003)",police,
39,1053948148,"{'name': 'Kantor Polisi Tampak Siring', 'is_in': 'North Bali,Bali,Indonesia', 'amenity': 'police'}","(115.30988660000007, -8.418692600000004)",police,
40,1053978676,"{'name': 'Kantor Polisi Pejeng', 'is_in': 'Ubud,South Bali,Bali,Indonesia', 'amenity': 'police'}","(115.28962410000007, -8.495489800000003)",police,
41,1054043817,"{'amenity': 'police', 'name': 'Polisi Sektor Bangli'}","(115.35623370000008, -8.445641900000004)",police,
42,1054181470,"{'name': 'Kantor Polisi Sukawati', 'amenity': 'police'}","(115.27732660000008, -8.593650700000003)",police,
43,1068988734,"{'amenity': 'police', 'name': 'Pos Polisi Simpang Jam'}","(104.01873509999999, 1.124093999999994)",police,
44,1069011993,{'amenity': 'police'},"(104.00694919999998, 1.150497199999994)",police,
45,1076641104,{'amenity': 'police'},"(103.95475550000022, 1.1052502000000062)",police,
46,1076646001,{'amenity': 'police'},"(104.01802840000022, 1.130760600000006)",police,
47,1077157048,"{'name': 'RSUD Cilacap', 'amenity': 'hospital', 'emergency': 'yes'}","(109.01583430000017, -7.717319699999995)",hospital,yes
48,1118863095,"{'name': 'Polsek Regol', 'amenity': 'police', 'name:en': 'Kantor polisi'}","(107.60670910000049, -6.9396022000000315)",police,
49,1164677083,"{'name': 'Polsekta Nongsa', 'amenity': 'police', 'addr:city': 'Batam', 'addr:country': 'ID'}","(104.12501540000052, 1.0518055999999967)",police,
50,1230268729,"{'name': 'Polda Kaltim', 'amenity': 'police'}","(116.88578430000037, -1.230042699999993)",police,
51,1230268741,"{'name': 'Brimob', 'amenity': 'police'}","(116.86174100000038, -1.274996499999993)",police,
52,1259236430,"{'amenity': 'police', 'name': 'Kecamatan Bantaeng Police Station (Polsek)'}","(119.94643559999989, -5.543138999999991)",police,
53,1261568290,"{'addr:city': 'Bayangkara, Jayapura Utara, Kota Jayapura, Papua', 'addr:housenumber': '1', 'addr:street': 'Jl. Kesehatan', 'amenity': 'hospital', 'emergency': 'yes', 'name': 'RSUD Papua', 'name:en': 'Papua Regional Hospital', 'phone': '(0967) 533781'}","(140.71012729999984, -2.5346190000000033)",hospital,yes
54,1269987701,"{'name': 'Police Pos', 'amenity': 'police'}","(111.53327350000004, -7.63253170000001)",police,
55,1278542718,"{'name': 'Korem Babel', 'amenity': 'police'}","(106.20557390000039, -2.2829207999999928)",police,
56,1279406992,"{'name': 'Polsek Merawang', 'amenity': 'police'}","(106.11182760000061, -2.0196421999999963)",police,
57,1286233091,"{'name': 'Puskesmas Lowu-Lowu', 'toilet': 'WC Pribadi (Dalam)', 'amenity': 'hospital', 'building': 'yes', 'emergency': 'no', 'designation': 'Lowu-Lowu', 'building:use': 'government', 'water_source': 'well', 'roof:material': 'zink;asbestos', 'building:levels': '1', 'building:material': 'brick', 'building:structure': 'confined_masonry'}","(122.62908390000004, -5.407980499999926)",hospital,no
58,1288737459,"{'name': 'Puskesmas', 'amenity': 'hospital', 'emergency': 'yes'}","(123.06248370000013, -4.673490699999927)",hospital,yes
59,1290243059,"{'addr:street': 'Jl. Propinsi', 'amenity': 'police', 'name:en': 'POLRES'}","(116.73404460000008, -1.3053916999999222)",police,
60,1300526818,"{'amenity': 'police', 'name': 'Polres Kebumen'}","(109.67005320000014, -7.67673449999999)",police,
61,1327775775,"{'name': 'Polsek Tamansari', 'amenity': 'police'}","(106.10942049999953, -2.1155696000000104)",police,
62,1340375288,"{'name': 'Polsek Simpang Rimba', 'amenity': 'police'}","(106.0043543, -2.5585963000000094)",police,
63,1341709937,"{'amenity': 'police', 'name': 'Polda Kep. Bangka Belitung'}","(106.1614349000002, -2.1534962999999983)",police,
64,1342970054,"{'name': 'Rumah Sakit Emma Puradiredja', 'amenity': 'hospital', 'emergency': 'no'}","(107.61364929999999, -6.913246799999996)",hospital,no
65,1346718923,"{'name': 'Rumah Dokter', 'amenity': 'hospital', 'emergency': 'no'}","(118.61632620000039, -8.505101399999992)",hospital,no
66,1350406238,"{'name': 'Polsek Gerunggang', 'amenity': 'police'}","(106.0774239999996, -2.1112521000000184)",police,
67,1354144686,"{'name': 'Polsek Pancoran Mas', 'amenity': 'police'}","(106.79847259999968, -6.395133400000031)",police,
68,1361091871,"{'name': 'Polsek Asakota', 'amenity': 'police'}","(118.72658530000021, -8.444156699999995)",police,
69,1361158435,"{'name': 'Satuan Polisi Pamong Praja', 'amenity': 'police'}","(110.35529660000024, -7.716929999999993)",police,
70,1361184760,"{'name': 'Polisi Pariwisata', 'amenity': 'police'}","(110.35941550000024, -7.72094549999999)",police,
71,1362922066,"{'name': 'POLSEK DEPOK TIMUR', 'amenity': 'police'}","(110.41541920000003, -7.7618112)",police,
72,1364687763,"{'amenity': 'police', 'name': 'Polsekta Rangkui'}","(106.11566879999992, -2.1287021999999807)",police,
73,1366489424,"{'amenity': 'police', 'name': 'Polda Sumsel'}","(104.73963570000016, -2.961278300000012)",police,
74,1370740676,"{'name': 'Polsek Padolo', 'amenity': 'police'}","(118.69422570000006, -8.5448454)",police,
75,1376961352,"{'name': 'Rumah Sakit Anak Bersalin Muslimat', 'amenity': 'hospital', 'addr:city': 'Jombang', 'emergency': 'yes', 'addr:street': 'Jl. Urip Sumoharjo'}","(112.23387099999962, -7.5442151000000015)",hospital,yes
76,1381603275,"{'name': 'KPPP', 'amenity': 'police'}","(118.71554759999981, -8.44852169999999)",police,
77,1382532320,"{'name': 'polsek mejayan', 'amenity': 'police'}","(111.6584839999999, -7.544660500000009)",police,
78,1386185675,"{'name': 'Pos Polisi', 'amenity': 'police'}","(118.69640840000021, -8.558204899999907)",police,
79,1391993060,"{'amenity': 'hospital', 'emergency': 'yes', 'name': 'Rumah Sakit Umum Daerah dr. Saiful Anwar', 'name:id': 'Rumah Sakit Umum dr. Saiful Anwar'}","(112.6311427000002, -7.972152800000066)",hospital,yes
80,1393201627,"{'amenity': 'police', 'name': 'Polsekta Kelapa 5'}","(123.60946160000002, -10.149249799999977)",police,
81,1407107253,"{'name': 'polsek laweyan', 'amenity': 'police'}","(110.80995140000005, -7.57181199999997)",police,
82,1409375163,"{'name': 'polsek kuta', 'amenity': 'police'}","(116.27560580000011, -8.885569699999968)",police,
83,1411230921,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'puskesmas kute'}","(116.27494370000008, -8.885082100000009)",hospital,yes
84,1418851793,"{'name': 'Polsek Rasanae Timur', 'amenity': 'police'}","(118.7711579999996, -8.484857299999948)",police,
85,1425720707,"{'name': 'Polsek Tomohon Tengah', 'amenity': 'police'}","(124.83782260000002, 1.3333439999999974)",police,
86,1441078980,"{'name': 'PolRes Kapuas Hulu', 'amenity': 'police'}","(112.92480159999994, 0.8636152000000288)",police,
87,1441078982,"{'name': 'PolRes Kapuas Hulu', 'amenity': 'police'}","(112.92426669999993, 0.8765019000000288)",police,
88,1441079035,"{'name': 'Resort Putussibau Selatan', 'amenity': 'police'}","(112.94243289999994, 0.8292774000000288)",police,
89,1441079285,"{'name': 'Yayasan Pemadam Kebakaran', 'amenity': 'fire_station'}","(112.92432859999997, 0.863383000000029)",fire_station,
90,1450228293,"{'name': 'Polsek Cikeruh', 'amenity': 'police'}","(107.77170160000061, -6.933733399999992)",police,
91,1456159971,"{'name': 'Pos Babinsa, Windsor', 'amenity': 'police'}","(104.00829969999982, 1.1384396000000103)",police,
92,1533610045,"{'name': 'Pos Jaga Polisi', 'amenity': 'police'}","(115.25220729999988, -8.67401869999995)",police,
93,1534969304,"{'amenity': 'police', 'name': 'Polres Kota Kupang'}","(123.62402460000008, -10.157191000000008)",police,
94,1543807251,"{'name': 'RSU Pandan Arang', 'amenity': 'hospital', 'emergency': 'yes'}","(110.5900636000003, -7.533584300000033)",hospital,yes
95,1543850443,"{'name': 'Polsek Boyolali', 'amenity': 'police'}","(110.60147070000028, -7.532979700000036)",police,
96,1543935187,"{'amenity': 'police', 'name': 'Kantor Polisi Bhayangkara'}","(112.52298390000033, -7.871969800000034)",police,
97,1544240890,"{'name': 'lembaga pemasyarakatan', 'amenity': 'police'}","(112.63833750000035, -7.958700300000033)",police,
98,1545435096,"{'name': 'PKU Aisyiyah Boyolali', 'amenity': 'hospital', 'emergency': 'yes'}","(110.60701469999995, -7.520142099999996)",hospital,yes
99,1550946363,"{'name': 'Kantor Dir. Lalin Polda Sumbar', 'source': 'digitalglobe', 'amenity': 'police', 'access:roof': 'no', 'building:roof': 'tile', 'building:walls': 'brick', 'building:levels': '1', 'building:structure': 'confined_masonry'}","(100.35746060000012, -0.9640267999999721)",police,
100,1570341859,"{'name': 'Polres Palu', 'amenity': 'police', 'building': 'yes', 'addr:street': 'Jalan Pemuda'}","(119.8723884999998, -0.8939905000000308)",police,
101,1570341864,"{'name': 'Polsek Palu Selatan', 'amenity': 'police', 'building': 'yes', 'addr:street': 'Jalan Zebra'}","(119.8842210999998, -0.9198936000000307)",police,
102,1570341872,"{'addr:street': 'Jalan Yos Sudarso', 'amenity': 'police', 'building': 'yes', 'name': 'Polsek Palu Timur'}","(119.8813019999998, -0.8602228000000307)",police,
103,1579667131,"{'name': 'Brimob', 'amenity': 'police'}","(117.14188080000011, -0.5121833999999794)",police,
104,1585768073,"{'amenity': 'police', 'name': 'POLSEK Embaloh Hulu'}","(112.37598759999995, 1.1506365999999981)",police,
105,1588110884,"{'name': 'Polsek Donggo', 'amenity': 'police'}","(118.59544989999978, -8.425112500000015)",police,
106,1621068615,"{'name': 'Rumah Sakit Hewan', 'amenity': 'hospital', 'operator': 'province', 'addr:city': 'Kupang', 'emergency': 'yes', 'addr:street': 'Jl. Timor Raya Km. 07', 'addr:country': 'ID', 'addr:postcode': '85228', 'contact:phone': '(0380) 833360', 'opening_hours': '24/7', 'health_facility:type': 'hospital', 'health_facility:access': 'public', 'medical_system:western': 'yes'}","(123.63323309999973, -10.147948699999997)",hospital,yes
107,1621109650,"{'name': 'Apotik K-24', 'amenity': 'pharmacy', 'addr:city': 'Kupang', 'emergency': 'yes', 'dispensing': 'yes', 'addr:street': 'Jalan W.J Lalamentik', 'addr:country': 'ID', 'contact:phone': '(0380)840333', 'opening_hours': '24/7', 'addr:housenumber': '95 E', 'health_facility:type': 'pharmacy', 'health_facility:access': 'public', 'medical_system:western': 'yes'}","(123.61150099999969, -10.172208099999994)",pharmacy,yes
108,1621109824,"{'name': 'Rumah Sakit Ibu Dan Anak Dedari', 'amenity': 'hospital', 'addr:city': 'Kupang', 'emergency': 'yes', 'addr:street': 'Jalan Rantai Damai', 'addr:country': 'ID', 'contact:phone': '(0380) 8553914', 'opening_hours': '24 Jam', 'addr:housenumber': '69 D', 'health_facility:type': 'hospital', 'health_facility:access': 'public', 'medical_system:western': 'yes'}","(123.62757909999968, -10.166283799999997)",hospital,yes
109,1628872994,"{'amenity': 'police', 'name': 'Polsekta'}","(112.16428949999968, -8.102256999999977)",police,
110,1628892279,"{'name': 'Polresta Blitar', 'amenity': 'police'}","(112.1722716999997, -8.097029499999982)",police,
111,1631214011,"{'name': 'Polsek Srengat', 'amenity': 'police'}","(112.06191780000061, -8.061691000000007)",police,
112,1633578307,"{'amenity': 'police', 'name': 'Pos Polisi'}","(113.82192399999997, -7.911665500000004)",police,
113,1634141782,"{'name': 'RSUD Mardi Waluyo', 'amenity': 'hospital', 'emergency': 'yes'}","(112.17986599999998, -8.109535300000001)",hospital,yes
114,1634419580,"{'name': 'RS. Budi Rahayu', 'amenity': 'hospital', 'emergency': 'yes'}","(112.17218179999928, -8.099816100000055)",hospital,yes
115,1635180913,"{'name': 'POS KORAMIL', 'amenity': 'police'}","(124.2265390000004, -10.067947000000034)",police,
116,1642693288,"{'addr:city': 'Kupang', 'addr:country': 'ID', 'addr:housenumber': '36', 'addr:postcode': '85111', 'addr:street': 'Jl. Jenderal Soeharto', 'amenity': 'pharmacy', 'contact:fax': '0380-32016', 'emergency': 'no', 'health_facility:access': 'public', 'health_facility:type': 'pharmacy', 'medical_system:western': 'yes', 'name': 'Advent Farma', 'opening_hours': '24/7'}","(123.59770239999982, -10.178934100000042)",pharmacy,no
117,1642693297,"{'addr:city': 'Kupang', 'addr:country': 'ID', 'addr:housenumber': '41', 'addr:postcode': '85111', 'addr:street': 'Jl. Jenderal Soeharto', 'amenity': 'doctors', 'contact:phone': '0380-832621', 'emergency': 'no', 'health_facility:access': 'public', 'health_facility:type': 'office', 'health_specialty:dentistry': 'yes', 'medical_system:western': 'yes', 'name': 'Drg. Retnowati', 'opening_hours': '18:00-21:00'}","(123.5999559999998, -10.180578200000042)",doctors,no
118,1653915707,"{'name': 'RS Dr. Sumantri', 'amenity': 'hospital', 'emergency': 'yes'}","(119.6248125, -4.012972199999999)",hospital,yes
119,1654015715,"{'name': 'Polsek Mantrijeron', 'amenity': 'police'}","(110.36306259999999, -7.814558200000004)",police,
120,1654259791,{'amenity': 'police'},"(107.58165470000003, -6.881905500000043)",police,
121,1662098890,"{'name': 'Polsek Kuanfatu', 'amenity': 'police'}","(124.44518360000023, -10.023607299999984)",police,
122,1666759242,"{'description': 'Pemadam Kebakaran Angkasa Kemayoran', 'emergency': 'fire_hydrant', 'fire_hydrant:type': 'pillar'}","(106.84319680000016, -6.155361600000017)",,fire_hydrant
123,1667242456,"{'name': 'Ktr. POLRES Sumba Barat', 'amenity': 'police'}","(119.41141480000023, -9.631422699999975)",police,
124,1667312954,"{'name': 'Polsek Kodi Utara', 'amenity': 'police'}","(119.0360491000005, -9.50554519999995)",police,
125,1668648984,"{'name': 'Polsek Bondokodi', 'amenity': 'police'}","(118.99429490000024, -9.594268)",police,
126,1668648985,"{'name': 'Polsek Walandimu', 'amenity': 'police'}","(119.04164660000023, -9.6286808)",police,
127,1672917672,"{'name': 'Polsek Lamboya', 'source': 'gps', 'amenity': 'police'}","(119.3576570000002, -9.72054949999998)",police,
128,1672998895,"{'name': 'Mako Brimob', 'source': 'gps', 'amenity': 'police'}","(119.39244990000022, -9.654143799999995)",police,
129,1673095657,"{'addr:full': 'JL. KRAMAT JAYA', 'amenity': 'police', 'name': 'Pospol Tugu'}","(106.91674540000001, -6.1197784)",police,
130,1677965744,"{'name': 'Simpang BRI', 'amenity': 'police'}","(116.53081830000043, -8.647277100000021)",police,
131,1678011458,"{'name': 'Pos Polisi Pancor', 'amenity': 'police'}","(116.52364610000046, -8.645776200000023)",police,
132,1684825797,{'amenity': 'police'},"(122.84321989999994, -10.873962100000014)",police,
133,1689774293,{'amenity': 'police'},"(120.27106960000039, -9.65626159999999)",police,
134,1690360537,"{'name': 'Polsek Pekat', 'amenity': 'police'}","(117.71695610000053, -8.220371199999988)",police,
135,1690405899,"{'name': 'Pos AL', 'amenity': 'police'}","(117.70995870000051, -8.205444299999971)",police,
136,1690738483,"{'name': 'POLDA NTT', 'amenity': 'police'}","(123.59691680000036, -10.177412800000006)",police,
137,1691650801,"{'name': 'Polsek Manggelewa', 'amenity': 'police'}","(118.33364029999997, -8.523259300000003)",police,
138,1692911979,"{'name': 'Polsek Kie', 'amenity': 'police'}","(124.54945610000006, -9.849622699999994)",police,
139,1692911980,"{'name': 'Puskesmas Kie', 'amenity': 'hospital', 'operator': 'subdistrict', 'addr:city': 'Kie', 'emergency': 'no', 'addr:country': 'ID', 'health_facility:type': 'hospital', 'health_facility:access': 'public', 'medical_system:western': 'yes'}","(124.54904510000006, -9.847215099999994)",hospital,no
140,1692929340,"{'name': 'Polsek Batu Putih', 'amenity': 'police'}","(124.12326720000002, -9.973058299999987)",police,
141,1694360389,"{'name': 'Jembatan', 'amenity': 'fire_station'}","(123.94285799999986, -10.155909500000016)",fire_station,
142,1695722353,"{'name': 'Pos Polisi Blok M', 'amenity': 'police'}","(106.7993737, -6.243858999999996)",police,
143,1697066901,"{'amenity': 'police', 'name': 'Polres Jember'}","(113.7009303999999, -8.173246099999945)",police,
144,1697246081,"{'name': 'Samsat Polres Jember', 'amenity': 'police'}","(113.70722819999985, -8.17902859999995)",police,
145,1699888370,"{'amenity': 'police', 'name': 'Poslantas'}","(113.6981994000001, -8.170309299999953)",police,
146,1704549045,"{'name': 'Kantor Polisi Singosari', 'amenity': 'police'}","(112.66287720000004, -7.901181000000022)",police,
147,1704748718,"{'name': 'Polres Tulungagung', 'amenity': 'police'}","(111.90633060000005, -8.065520600000026)",police,
148,1709438104,"{'name': 'Police Station', 'amenity': 'police'}","(115.09659980000009, -8.101657600000008)",police,
149,1716180253,"{'name': 'Pos polisi', 'amenity': 'police'}","(118.51082500000022, -8.477806500000009)",police,
150,1723013792,"{'name': 'Polsek', 'amenity': 'police'}","(118.57385030000046, -8.524809900000045)",police,
151,1731394467,"{'name': 'UGD Puskesmas Rejotangan', 'amenity': 'hospital', 'emergency': 'yes'}","(112.08363580000074, -8.121910699999988)",hospital,yes
152,1733934509,"{'name': 'RS Bina Sehat', 'amenity': 'hospital', 'emergency': 'yes'}","(113.68447580000013, -8.180765399999999)",hospital,yes
153,1734900946,"{'name': 'Poslantas', 'amenity': 'police'}","(113.70297129999994, -8.167999899999982)",police,
154,1734901009,"{'name': 'RS DKT', 'amenity': 'hospital', 'emergency': 'yes'}","(113.70632869999994, -8.163702699999979)",hospital,yes
155,1738690222,"{'name': 'Pustu Kantalai', 'amenity': 'hospital', 'bathroom': 'Public Wc /Wc Umum', 'building': 'yes', 'emergency': 'no', 'building:use': 'public facilities /Fasilitas Umum', 'water_source': 'others /lain-lain', 'roof:material': 'zink;asbestos', 'building:levels': '1', 'building:material': 'brick', 'building:structure': 'confined_masonry'}","(122.65527659999917, -5.397669999999967)",hospital,no
156,1741447941,"{'addr:city': 'South Tangerang', 'addr:housenumber': '189', 'addr:postcode': '15418', 'addr:street': 'Jl. Raya Siliwangi, Benda Baru, Pamulang', 'amenity': 'hospital', 'emergency': 'no', 'name': 'RSIA Buah Hati Pamulang'}","(106.72085859999996, -6.344214399999996)",hospital,no
157,1741449672,"{'amenity': 'hospital', 'emergency': 'yes', 'name': 'Rumah Sakit Permata Pamulang'}","(106.71931899999996, -6.343678599999996)",hospital,yes
158,1741457016,"{'name': 'Polsek Pamulang', 'amenity': 'police'}","(106.73578799999996, -6.344591799999996)",police,
159,1747640572,"{'name': 'Police Office', 'amenity': 'police'}","(119.52096060000032, -3.844829399999994)",police,
160,1752239081,"{'name': 'RSUD Leuwiliang', 'amenity': 'hospital', 'emergency': 'no'}","(106.62749070000015, -6.574794300000001)",hospital,no
161,1752486426,"{'name': 'POLSEK Leuwiliang', 'amenity': 'police'}","(106.63892270000018, -6.573140199999989)",police,
162,1766084728,"{'name': 'Polsek Babelan', 'amenity': 'police'}","(107.04495459999968, -6.168804599999943)",police,
163,1766443394,"{'name': 'Polsek Wlingi', 'amenity': 'police'}","(112.3261803999999, -8.079150399999984)",police,
164,1766458436,"{'name': 'Polsek Talun', 'amenity': 'police'}","(112.2885146999999, -8.090485299999983)",police,
165,1766466382,{'amenity': 'fire_station'},"(112.16454199999995, -8.099948399999985)",fire_station,
166,1766466390,"{'name': 'RSU Aminah', 'amenity': 'hospital', 'emergency': 'yes'}","(112.16922459999995, -8.101431999999985)",hospital,yes
167,1767108547,"{'name': 'Rumah Sakit Ibnu Sina', 'amenity': 'hospital', 'emergency': 'yes'}","(110.20176390000012, -7.508602399999982)",hospital,yes
168,1769070203,"{'name': 'polsek karangploso', 'amenity': 'police'}","(112.59562459999977, -7.893287699999984)",police,
169,1769202232,"{'name': 'Polsek Ngaglik', 'amenity': 'police'}","(110.40072709999973, -7.723460899999995)",police,
170,1769331236,"{'name': 'Polsek Bungi', 'amenity': 'police', 'bathroom': 'WC (Dalam rumah)', 'building': 'yes', 'building:use': 'government', 'water_source': 'river', 'roof:material': 'zink', 'building:levels': '1', 'addr:housenumber': '1', 'building:material': 'brick', 'building:structure': 'concrete_frame_cement_blocks'}","(122.6706101999999, -5.399280599999974)",police,
171,1769565068,{'amenity': 'police'},"(110.37488439999998, -7.7826003999999935)",police,
172,1771576711,"{'name': 'Pustu', 'source': 'Bing', 'amenity': 'hospital', 'emergency': 'no'}","(122.4901477, -5.520507599999995)",hospital,no
173,1782395241,"{'name': 'Rumah Sakit Advent', 'amenity': 'hospital', 'emergency': 'yes'}","(124.85051509999994, 1.4650325000000526)",hospital,yes
174,1782507188,"{'name': 'Pos Polisi EJIP', 'amenity': 'police'}","(107.12658830000001, -6.325108499999997)",police,
175,1783244198,{'amenity': 'fire_station'},"(107.04966099999996, -6.43990480000008)",fire_station,
176,1783251011,"{'name': 'Citra Indah Security', 'amenity': 'police'}","(107.04853449999999, -6.439830100000087)",police,
177,1787010404,"{'name': 'Polsek Lubuk Alung', 'amenity': 'police'}","(100.2867017999997, -0.6659862000000895)",police,
178,1787027402,"{'name': 'Puskesmas Lubuk Alung', 'amenity': 'hospital', 'emergency': 'yes'}","(100.2872353999997, -0.6702990000000895)",hospital,yes
179,1787033925,"{'name': 'Polantas Lubuk Alung', 'amenity': 'police'}","(100.29077589999977, -0.6837574000000893)",police,
180,1789944067,"{'name': 'Security UNPAD', 'amenity': 'police'}","(107.77192599999991, -6.932285399999991)",police,
181,1789990952,{'amenity': 'police'},"(107.76960259999983, -6.92173019999999)",police,
182,1793985064,"{'name': 'Polsek Trucuk', 'amenity': 'police', 'wheelchair': 'yes'}","(110.66742869999993, -7.722029300000002)",police,
183,1795211842,"{'name': 'Polsek Cawas', 'amenity': 'police'}","(110.69432200000007, -7.757448999999993)",police,
184,1795214210,"{'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'RSI Cawas'}","(110.69785720000007, -7.7732830999999925)",hospital,yes
