,id,tags,lonlat,amenity_name
1125,4795173765,"{'addr:full': 'Jalan Ngagel Jaya Utara nomor 91', 'amenity': 'fuel', 'brand': 'Pertamina', 'brand:wikidata': 'Q1641044', 'brand:wikipedia': 'en:Pertamina', 'name': 'Pertamina', 'operator': 'PT Pertamina', 'payment:cash': 'yes'}","(112.75834679999997, -7.288805899999975)",fuel
1126,4795173766,"{'amenity': 'fuel', 'brand': 'Pertamina', 'brand:wikidata': 'Q1641044', 'brand:wikipedia': 'en:Pertamina', 'name': 'Pertamina', 'operator': 'PT Pertamina', 'payment:cash': 'yes'}","(112.72761589999998, -7.257749399999975)",fuel
1127,4795173767,"{'amenity': 'fuel', 'brand': 'Pertamina', 'brand:wikidata': 'Q1641044', 'brand:wikipedia': 'en:Pertamina', 'name': 'Pertamina', 'operator': 'PT Pertamina', 'payment:cash': 'yes'}","(112.72624839999997, -7.263083899999975)",fuel
1128,4795187915,"{'addr:full': 'Jalan Raya Rungkut Harapan', 'amenity': 'fuel', 'brand': 'Pertamina', 'brand:wikidata': 'Q1641044', 'brand:wikipedia': 'en:Pertamina', 'name': 'Pertamina', 'operator': 'PT Pertamina', 'payment:cash': 'yes', 'ref': 'SPBU 54.601.99'}","(112.7749754, -7.334677299999974)",fuel
1129,4795298321,{'amenity': 'fuel'},"(110.34318859999998, -7.779827499999962)",fuel
1130,4799118025,"{'addr:city': 'Yogyakarta', 'addr:street': 'Jalan Munggur', 'amenity': 'fuel', 'fuel:octane_90': 'yes', 'name': 'SPBU 44.552.16', 'operator': 'Pertamina'}","(110.38802469999976, -7.784715800000002)",fuel
1131,4802865521,"{'amenity': 'fuel', 'brand': 'SPBU Tj Piayu', 'name': 'SPBU', 'operator': 'Tj Piayu'}","(104.05411770000009, 1.0440618999999973)",fuel
1132,4804984337,"{'addr:city': 'DKI Jakarta', 'addr:full': ""Jl K.H Abdullah Syafi'ie"", 'amenity': 'fuel', 'brand': 'Shell', 'brand:wikidata': 'Q154950', 'brand:wikipedia': 'en:Royal Dutch Shell', 'name': 'Shell', 'operator': 'Shell', 'source': 'HOT_InAWARESurvey_2017'}","(106.85265980000035, -6.224835899999986)",fuel
1133,4810736922,"{'amenity': 'fuel', 'name:en': 'Pom Bensin'}","(112.83790669999952, -2.4493317000000623)",fuel
1134,4810737021,"{'amenity': 'fuel', 'name:en': 'Pom bensin'}","(112.86822279999951, -2.492184300000062)",fuel
1135,4818670121,{'amenity': 'fuel'},"(106.96554199999987, -6.4310901000000396)",fuel
1136,4819451980,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Jendral Ahmad Yani', 'amenity': 'fuel', 'name': 'SPBU SHELL', 'operator': 'Shell', 'source': 'HOT_InAWARESurvey_2017'}","(106.87486480000032, -6.1859169999999954)",fuel
1137,4821745821,"{'amenity': 'fuel', 'name:en': 'Pertanina Gas Station'}","(120.43917319999994, -8.588268400000013)",fuel
1138,4826957659,"{'amenity': 'fuel', 'brand': 'Pertamina'}","(98.55352830000051, 3.279719400000028)",fuel
1139,4826957660,"{'amenity': 'fuel', 'brand': 'Pertamina'}","(98.5203672000005, 2.945385000000028)",fuel
1140,4826957661,"{'amenity': 'fuel', 'brand': 'Pertamina'}","(98.5393733000005, 3.020069000000028)",fuel
1141,4831760523,"{'amenity': 'fuel', 'name:en': 'Pom Wilmar'}","(112.89422020000015, -2.535839699999993)",fuel
1142,4831760621,{'amenity': 'fuel'},"(112.95212710000015, -2.572630099999993)",fuel
1143,4832316137,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Kemang raya', 'amenity': 'fuel', 'name': '31.127.01', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.81881580000056, -6.2735191)",fuel
1144,4840773555,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Cipinang Jaya Raya', 'amenity': 'fuel', 'name': 'SPBU 34.13413', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.88624109999989, -6.22189990000001)",fuel
1145,4841133538,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan D.I. Panjaitan', 'amenity': 'fuel', 'name': 'SPBU 34-13417', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.87778949999988, -6.2352718000000085)",fuel
1146,4841684309,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Bekasi', 'amenity': 'fuel', 'brand': 'Pertamina', 'name': 'SPBU 34-13910', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.94807719999949, -6.18548940000001)",fuel
1147,4841684319,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Bekasi', 'addr:housenumber': '23', 'addr:postcode': '13910', 'addr:street': 'Bekasi Raya', 'amenity': 'fuel', 'fuel:diesel': 'yes', 'fuel:octane_92': 'yes', 'fuel:octane_95': 'yes', 'name': 'SPBU 10048251', 'opening_hours': 'Mo-Su 06:00-24:00', 'operator': 'PT Pertamina', 'phone': '+62 21 4682 5508', 'source': 'HOT_InAWARESurvey_2017', 'toilets': 'yes'}","(106.9445458999995, -6.1843023000000095)",fuel
1148,4845895546,"{'amenity': 'fuel', 'brand': 'Pertamina'}","(98.39833440000041, 3.91930040000003)",fuel
1149,4845895548,"{'amenity': 'fuel', 'brand': 'Pertamina'}","(98.42154090000041, 3.87960730000003)",fuel
1150,4849205567,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan KH .Mas Mansyur', 'amenity': 'fuel', 'name': 'SPBU 34 10203', 'operator': 'PT Pertamina', 'ref': '34-10203', 'source': 'HOT_InAWARESurvey_2017'}","(106.81395920000007, -6.197076199999986)",fuel
1151,4849427752,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Jendral Ahmad Yani', 'amenity': 'fuel', 'brand': 'Pertamina', 'name': 'SPBU Pertamina 34-10504', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.87503760000016, -6.18483150000001)",fuel
1152,4851083423,{'amenity': 'fuel'},"(126.45921739999997, -8.468581200000006)",fuel
1153,4853098421,"{'addr:street': 'Jalan Raya Mentok', 'amenity': 'fuel', 'name:en': 'SPBU 24.33.1127'}","(106.05669320000007, -2.1320129999999784)",fuel
1154,4855236364,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Palmerah Utara III No.1', 'amenity': 'fuel', 'name': 'SPBU 34.11405', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.79702279999991, -6.203658700000014)",fuel
1155,4855915799,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Kembangan Raya', 'amenity': 'fuel', 'name': 'SPBU Shell', 'operator': 'Shell', 'source': 'HOT_InAWARESurvey_2017'}","(106.73645719999988, -6.18455239999998)",fuel
1156,4855915803,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Ring Road Bojong - Cengkareng', 'amenity': 'fuel', 'name': 'SPBU 34-116-10', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.73031569999988, -6.18438619999998)",fuel
1157,4857308378,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Pramuka', 'amenity': 'fuel', 'name': 'SPBU 31.132.08', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.87376969999998, -6.196144999999991)",fuel
1158,4859352224,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Puri Kembangan', 'amenity': 'fuel', 'name': 'SPBU 34 11602', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.74861430000013, -6.178955600000002)",fuel
1159,4859352278,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Kembangan Selatan', 'amenity': 'fuel', 'name': 'SPBU 34-11611', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.72535690000011, -6.186826100000003)",fuel
1160,4863139806,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Kemanggisan Utama No.124', 'amenity': 'fuel', 'name': 'Shell Kemanggisan', 'operator': 'Shell', 'source': 'HOT_InAWARESurvey_2017'}","(106.79261860000021, -6.189526000000009)",fuel
1161,4863790792,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan K.H. Mohammad Mansyur', 'amenity': 'fuel', 'name': 'SPBU 34.112.01', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.80711929999973, -6.155562100000002)",fuel
1162,4864234327,"{'addr:city': 'DKI Jakarta', 'amenity': 'fuel', 'name': '34 11605', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.75178649999975, -6.1972387)",fuel
1163,4871574186,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Meruya Ilir', 'amenity': 'fuel', 'name': 'SPBU 34-11606', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.76022430000033, -6.19822160000002)",fuel
1164,4877095390,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Bekasi', 'amenity': 'fuel', 'brand': 'Pertamina', 'name': 'SPBU 34-13908', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.96732679999985, -6.189540400000022)",fuel
1165,4878075539,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan KH Hasyim Ashari', 'amenity': 'fuel', 'brand': 'Shell', 'brand:wikidata': 'Q154950', 'brand:wikipedia': 'en:Royal Dutch Shell', 'name': 'Shell', 'operator': 'Shell', 'source': 'HOT_InAWARESurvey_2017'}","(106.81257429999958, -6.165094300000017)",fuel
1166,4881309740,"{'amenity': 'fuel', 'name': 'Pertamina'}","(124.89081950000016, 1.5006426000000073)",fuel
1167,4882413934,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Pemuda', 'addr:postcode': '13220', 'amenity': 'fuel', 'brand': 'Pertamina', 'brand:wikidata': 'Q1641044', 'brand:wikipedia': 'en:Pertamina', 'fuel:diesel': 'yes', 'fuel:octane_92': 'yes', 'fuel:octane_95': 'yes', 'name': 'Pertamina', 'opening_hours': '05:00-23:00', 'operator': 'PT Pertamina', 'phone': '+62 21 4786 1720', 'source': 'HOT_InAWARESurvey_2017', 'toilets': 'yes'}","(106.88900680000062, -6.1938515999999835)",fuel
1168,4882725668,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Jalur 20', 'amenity': 'fuel', 'name': 'SPBU 34 11607', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.72983889999999, -6.196055900000028)",fuel
1169,4883234773,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Abdul Muis No 59', 'addr:postcode': '10160', 'amenity': 'fuel', 'fuel:octane_90': 'yes', 'name': '31.102.02', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.81819080000001, -6.1785703999999875)",fuel
1170,4883234775,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Cideng Timur', 'amenity': 'fuel', 'brand': 'Pertamina', 'name': '34-10205', 'operator': 'PT. Pertamina (Persero)', 'source': 'HOT_InAWARESurvey_2017'}","(106.8136199, -6.180398799999987)",fuel
1171,4884738032,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Pemuda', 'amenity': 'fuel', 'name': 'SPBG A.31.03.01', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.89979069999994, -6.193095499999986)",fuel
1172,4884984709,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Pemuda', 'amenity': 'fuel', 'name': 'SPBU 13208', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.87484589999994, -6.196630500000069)",fuel
1173,4887130008,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Letjend S. Parman', 'amenity': 'fuel', 'name': 'Pertamina 31 - 114 - 01', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.79791400000045, -6.193613800000013)",fuel
1174,4887139094,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Di Panjaitan', 'amenity': 'fuel', 'name': 'SPBU 34 133 02', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.87619930000054, -6.23382850000001)",fuel
1175,4887170808,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Bungur Besar Raya', 'amenity': 'fuel', 'name': 'SPBU 34-10604', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.8426633, -6.167755600000001)",fuel
1176,4891660556,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Joglo', 'amenity': 'fuel', 'name': 'SPBU Shell', 'operator': 'Shell', 'source': 'HOT_InAWARESurvey_2017'}","(106.7406049000002, -6.220484899999973)",fuel
1177,4892485177,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Pulo Gebang', 'amenity': 'fuel', 'name': 'SPBU 34-13907', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.95395930000004, -6.207826800000037)",fuel
1178,4892485669,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Pulo Gebang', 'amenity': 'fuel', 'name': 'SPBU 34-13905', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.95595180000004, -6.199737600000037)",fuel
1179,4903253111,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya PKP', 'amenity': 'fuel', 'name': 'SPBU 34-13709', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.87487110000045, -6.34079679999994)",fuel
1180,4910065573,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Joglo', 'amenity': 'fuel', 'name': 'SPBU 34-11609', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.73093739999983, -6.2191008000000005)",fuel
1181,4910182664,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Muhammad Kahfi II', 'amenity': 'fuel', 'name': 'SPBU 3412601', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.81794389999978, -6.342867600000003)",fuel
1182,4910293116,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Meruya Ilir', 'amenity': 'fuel', 'name': 'SPBU', 'source': 'HOT_InAWARESurvey_2017'}","(106.75338100000025, -6.197697900000005)",fuel
1183,4913949474,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Swadarma Raya', 'amenity': 'fuel', 'name': 'SPBU 34 11604', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.76049129999984, -6.218939300000007)",fuel
1184,4913949515,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Pos Pengumben', 'amenity': 'fuel', 'name': 'SPBU 34 11608', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.76344429999983, -6.217277600000006)",fuel
1185,4916416966,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Daan Mogot', 'amenity': 'fuel', 'name': 'SPBU Pertamina 31.118-02', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.71123239999991, -6.155192800000006)",fuel
1186,4916416974,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Daan Mogot', 'amenity': 'fuel', 'name': 'SPBU Pertamina 31.B.114.02', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.71173929999992, -6.155107400000006)",fuel
1187,4918044887,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan TB Simatupang', 'amenity': 'fuel', 'name': 'SPBU 34-12502', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.83499770000024, -6.3000769999999955)",fuel
1188,4918138365,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Mayjend D.I. Panjaitan, Kelurahan Kebon Pala, Kecamatan Makasar, Jakarta Timur', 'amenity': 'fuel', 'name': 'SPBT Kemhan', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.8779252000002, -6.242773800000029)",fuel
1189,4918263355,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Panjang Raya', 'amenity': 'fuel', 'name': '34 - 11509', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.77247679999944, -6.2127070999999745)",fuel
1190,4918290662,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Peta Barat', 'amenity': 'fuel', 'name': 'SPBU Pertamina 31-11804', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.68794549999974, -6.130826199999997)",fuel
1191,4918290669,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Daan Mogot', 'amenity': 'fuel', 'name': 'SPBU Pertamina 31-118-03', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.69286209999972, -6.158970799999996)",fuel
1192,4925980474,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Lebak Bulus Raya', 'amenity': 'fuel', 'name': 'SPBG 31.A.124.02', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.77233039999999, -6.295707599999989)",fuel
1193,4928014336,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Lenteng Agung', 'addr:street': 'Jalan Tanjung Barat', 'amenity': 'fuel', 'brand': 'Pertamina', 'name': 'SPBU 34 - 12604', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.84059860000012, -6.300509399999995)",fuel
1194,4928014341,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Lenteng Agung', 'amenity': 'fuel', 'name': 'SPBU 34 - 12505', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.8403794000001, -6.303873599999996)",fuel
1195,4928121810,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Karang Tengah Raya', 'amenity': 'fuel', 'name': '34 12410', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.78206150000021, -6.304085499999994)",fuel
1196,4928317770,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Husein Sastra Negara', 'amenity': 'fuel', 'name': 'SPBU Pertamina 34-15119', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.68891910000015, -6.114675300000012)",fuel
1197,4930546925,"{'amenity': 'fuel', 'name:en': 'pertamina gas station'}","(121.27487369999983, -8.567882199999985)",fuel
1198,4931619581,"{'amenity': 'fuel', 'brand': 'Pertamina', 'fuel:biodiesel': 'yes', 'fuel:diesel': 'yes', 'fuel:HGV_diesel': 'yes', 'fuel:octane_92': 'yes', 'fuel:octane_95': 'yes', 'name': 'SPBU 54-62318', 'opening_hours': '24/7', 'operator': 'Pertamina', 'shop': 'convenience'}","(112.04228059999998, -6.87831450000001)",fuel
1199,4931817908,"{'amenity': 'fuel', 'brand': 'Pertamina', 'fuel:biodiesel': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'name': 'SPBU 54-62317', 'opening_hours': '24/7', 'operator': 'Pertamina'}","(112.08039520000005, -6.903309299999995)",fuel
1200,4932127920,"{'amenity': 'fuel', 'brand': 'Pertamina', 'fuel:biodiesel': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_92': 'yes', 'fuel:octane_95': 'yes', 'name': 'SPBU 54-62312', 'opening_hours': '24/7', 'operator': 'Pertamina'}","(112.02016349999973, -6.851302699999999)",fuel
1201,4938684923,"{'addr:city': 'Denpasar', 'addr:street': 'Jalan WR Supratman', 'amenity': 'fuel', 'name': 'Pertamina'}","(115.25179620000004, -8.641392699999997)",fuel
1202,4939483122,"{'amenity': 'fuel', 'fuel:biodiesel': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_91': 'yes', 'fuel:octane_92': 'yes', 'name:de': 'SPBU Pertamina', 'name:en': 'SPBU Pertamina'}","(110.39027960000001, -7.818194699999943)",fuel
1203,4945135424,"{'amenity': 'fuel', 'name:en': 'Pertamina'}","(113.17310539999919, -7.767327199999921)",fuel
1204,4953274305,"{'amenity': 'fuel', 'name:en': 'SPBU Karang,Delanggu'}","(110.69301270000017, -7.637554300000002)",fuel
1205,4954534046,"{'amenity': 'fuel', 'name': 'Pertamina'}","(115.1968257000001, -8.784577699999993)",fuel
1206,4954534047,"{'addr:city': 'Jimbaran', 'addr:street': 'Jl. Batur Raya', 'amenity': 'fuel', 'name': 'Pertamina', 'operator': 'Pertamina'}","(115.1881012000001, -8.784400099999992)",fuel
1207,4954534052,"{'amenity': 'fuel', 'brand': 'Premium/Solar', 'name': 'Pertamina'}","(115.1868238000001, -8.783354999999991)",fuel
1208,4956067168,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Otista', 'amenity': 'fuel', 'name': 'SPBU 34.133.05', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.86687249999991, -6.231915800000003)",fuel
1209,4956117957,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Otto Iskandardinata', 'amenity': 'fuel', 'name': 'SPBU 31.133.01', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.86764059999997, -6.231181600000004)",fuel
1210,4956471291,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Jatinegara Timur', 'amenity': 'fuel', 'name': 'SPBU 34-13306', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.86771110000043, -6.219732100000003)",fuel
1211,4957911113,"{'amenity': 'fuel', 'fuel:diesel': 'yes', 'fuel:lpg': 'no', 'fuel:octane_80': 'yes', 'fuel:octane_91': 'no', 'fuel:octane_92': 'yes', 'fuel:octane_98': 'no', 'name': 'SPBU Miau Baru', 'operator': 'Pertamina', 'payment:cash': 'yes'}","(116.95026749999946, 1.1921880999999845)",fuel
1212,4959546626,"{'addr:city': 'Denpasar', 'addr:street': 'Jalan Pulau Kawe', 'amenity': 'fuel', 'name': 'Pertamina', 'source': 'Survey'}","(115.20709720000004, -8.67675820000001)",fuel
1213,4960896352,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Kemanggisan Utama Raya', 'amenity': 'fuel', 'name': 'SPBU 34-11403', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.79315239999943, -6.190142)",fuel
1214,4960896353,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Kemanggisan Utama', 'amenity': 'fuel', 'name': 'SPBU 34.114.07', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.78798379999942, -6.188937999999999)",fuel
1215,4963127708,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Industri', 'amenity': 'fuel', 'name': 'Shell', 'operator': 'Shell', 'source': 'HOT_InAWARESurvey_2017'}","(106.83551779999982, -6.146371699999997)",fuel
1216,4963491597,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan I Gusti Ngurah Rai', 'amenity': 'fuel', 'name': 'SPBU 34-13421', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.9425823, -6.218332200000002)",fuel
1217,4965326324,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Muhammad Kahfi I', 'amenity': 'fuel', 'name': 'SPBU 3412606', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.80658820000015, -6.33382199999997)",fuel
1218,4965837975,{'amenity': 'fuel'},"(114.43870779999975, -8.182444600000009)",fuel
1219,4967867344,"{'amenity': 'fuel', 'name': 'Pertamina'}","(107.38367290000005, -7.49526409999998)",fuel
1220,4968034605,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Pasar Minggu', 'amenity': 'fuel', 'name': 'SPBU 34 12503', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.8465351, -6.274057500000001)",fuel
1221,4968460032,"{'amenity': 'fuel', 'fuel:diesel': 'yes', 'fuel:octane_88': 'yes', 'fuel:octane_90': 'yes', 'fuel:octane_92': 'yes', 'name': 'Pertamina', 'opening_hours': '24/7'}","(110.51373789999998, -7.360631099999998)",fuel
1222,4969480321,{'amenity': 'fuel'},"(109.02773569999992, 0.30039450000000667)",fuel
1223,4969771444,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Satu Maret', 'amenity': 'fuel', 'name': 'SPBU Pertamina 34-11806', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.70331720000021, -6.13039939999999)",fuel
1224,4970512841,"{'amenity': 'fuel', 'fuel:diesel': 'yes', 'fuel:octane_88': 'yes', 'fuel:octane_92': 'yes', 'name': 'Pertamina', 'opening_hours': '24/7'}","(110.6682207999998, -7.535215699999991)",fuel
1225,4974487842,"{'amenity': 'fuel', 'name': 'Pertamina'}","(95.3450303000002, 5.866725899999994)",fuel
1226,4974492290,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Budi Raya', 'amenity': 'fuel', 'name': '34.11511', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.78194240000008, -6.195048400000006)",fuel
1227,4974594507,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Peta Utara', 'amenity': 'fuel', 'name': 'SPBU Pertamina 34-11801', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.69812979999985, -6.1430323000000016)",fuel
1228,4974780407,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Ateri Panjang', 'amenity': 'fuel', 'name': '34.11512', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.76913600000002, -6.196223800000007)",fuel
1229,4974780412,"{'addr:city': 'DKI Jakarta', 'addr:full': 'jalan panjang raya', 'amenity': 'fuel', 'name': '34 11508', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.76930390000001, -6.200526300000008)",fuel
1230,4974780413,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Kebon Jeruk Raya', 'amenity': 'fuel', 'name': '34 11505', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.77162580000001, -6.197894800000008)",fuel
1231,4976384112,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Pusdika', 'amenity': 'fuel', 'name': 'SPBU 34.13706', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.88854649999999, -6.366068700000003)",fuel
1232,4976388525,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Radar Auri', 'amenity': 'fuel', 'name': 'SPBU 34-13707', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.88710609999985, -6.369472800000005)",fuel
1233,4976447273,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Raya Ciracas', 'amenity': 'fuel', 'name': 'SPBU 34-13703', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.8861646999999, -6.328882699999988)",fuel
1234,4976577255,"{'amenity': 'fuel', 'operator': 'Pertamina'}","(106.92796409999973, -6.673078)",fuel
1235,4978664990,"{'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Panjang Arteri Kelapa Dua', 'amenity': 'fuel', 'name': '34.11507', 'operator': 'PT Pertamina', 'source': 'HOT_InAWARESurvey_2017'}","(106.77013430000095, -6.208604700000038)",fuel
